Mode 1
16 239   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
32 129   3   4   5   4   8   7  14   6   8   6  14  16  18  24  28  29  37  39  39  41  45  44  42  47  46  49  49  48  50  49  50  50 
32 125   0   0   0   0   2   0   1   1   2   7   7   4   3   3  11   9   9  16  23  22  34  34  37  37  40  40  39  43  45  43  47  47 
32 197   1   0   0   1   2   0   0   1   4   3   8  10  15  12  16  20  16  17  22  31  29  30  30  28  34  36  33  42  46  44  44  41 
32 170   0   3   2   0   1   2   8   8  10  12  18  18  18  20  18  19  18  28  20  27  37  34  35  37  44  46  40  41  46  46  49  46 
32 107   3   0   1   0   0   3   3   2   7   3  10   8  10   7  13  14  17   8  23  24  22  21  29  37  37  33  47  34  42  45  41  45 
32 119   0   0   0   1   0   0   2   6   1   5   8   2   9  10   8  10  12  25  18  21  29  25  28  30  41  44  46  48  45  47  49  50 
32 121   3   0   1   3   1   3   2   5   3   7   3  12  16  15  17  16  17  21  25  28  25  35  39  38  44  45  41  46  50  47  46  47 
32 120   5   5  14  13   9  14  15  20  19  22  28  30  26  34  39  37  41  38  39  46  46  49  50  44  48  48  48  50  49  50  50  49 
32 158   0   0   2   1   1   3   5   4   3   3   6   4   6   9   9  15  14  14  22  24  31  32  22  37  30  31  40  35  40  42  43  43 
32 113   1   0   3   2   0   0   5   2   5   3   3   6  11   7  11  15  18  21  19  25  26  32  38  38  36  27  42  32  42  42  42  47 
32 172   0   0   1   0   2   1   6   3   3   7   8   7  10   9  10  12  16  19  24  22  35  30  28  33  39  38  34  39  35  42  38  47 
32 103   0   1   0   0   0   1   1   1   3   9   4   7   8   7  14  16  19  20  16  25  22  28  24  26  32  30  36  42  43  37  44  45 
32 137   1   1   2   1   0   1   2   2   8   6  10  10  12  13  12  17  14  22  18  27  25  35  33  37  38  35  42  42  42  43  42  48 
32 112   1   0   1   1   0   4   1   2   1   1   7   4   9   6   9  12  13  22  22  20  25  31  33  26  41  29  36  40  47  39  47  48 
32 150   3   2   3   2   5   3   3   7   6  12  13   8  19  20  18  31  30  33  30  35  39  40  37  42  45  41  47  48  49  49  49  50 
32 115   0   0   0   0   0   0   0   0   2   1   1   4   3   5   9   3   7   9  12  14  18  16  14  25  19  23  29  27  36  39  41  43 
