Mode 1
32  96   0   0   1   0   0   2   1   0   0   1   0   0   1   3   5   2   9   8   7  12  14  17  18  24  23  24  25  27  38  30  36  36 
32 132   1   1   3   2   2   1   1   6   9   5   3  10  12  10  16  19  20  25  28  31  28  28  29  33  36  39  41  38  44  46  45  44 
32  89   0   2   0   1   2   2   5   6   5   8  10  13   8  13  16  22  22  25  30  26  27  28  31  40  40  43  49  43  50  48  49  48 
32  96   1   0   0   3   4   4   2   3   2   6   3   4   9   6   8  12  20  21  25  30  27  33  37  37  35  45  40  45  41  45  49  47 
32  86   0   1   0   0   0   1   1   2   3   8   3   2   6   8  11  18   9  16  19  24  22  26  29  33  31  29  41  42  42  42  45  47 
32  97   0   0   0   0   3   5   2   4   1   0   3   2  13   6  14  16  12  13  22  27  21  23  30  27  33  34  34  39  37  41  42  43 
32  88   0   0   2   2   3   4   7   5   9  14  10  15  10  14  16  18  23  24  24  27  27  37  38  43  45  44  46  48  47  45  49  50 
32  95   0   0   4   1   2   6   4   9   4  10   5   9  11   6  10  17  24  24  28  37  29  34  40  35  42  42  42  44  43  44  48  48 
32 111   1   1   2   3   4   3   9   4   3   6   9   8   8   9  11  15  17  18  18  20  16  19  30  36  27  36  34  36  39  32  34  42 
32  92   2   2   1   3   5   1   8   5  13  10  13  14   8  17  14  25  23  33  24  34  41  40  46  45  40  43  47  46  46  47  49  49 
32 108  12  13  20  25  24  26  29  24  31  30  29  37  38  34  38  37  37  36  43  42  48  43  48  44  48  47  48  49  50  50  49  49 
32 108   1   3   2   5   8   6  12  10  10  14  18  14  10  14  20  22  24  30  26  30  27  26  32  33  44  32  36  40  40  42  45  42 
32 104   1   0   1   0   1   3   2   3   6   8   9   6   8   7   7  13   9  12  13  18  20  21  18  27  31  26  27  30  37  35  33  38 
32  90   4   0   2   4   4   6   6   9   7   5   5  14  12  13   9  11  24  23  27  26  32  30  31  34  42  45  41  40  46  46  47  45 
32  96   1   0   3   4   1   4   3   6   5   6   4  11   5  16  14  20  22  23  30  32  31  35  35  37  35  40  41  43  44  46  50  48 
32  87   2   5   1   1   1   5   6   6  11   6  15  19  18  24  22  33  26  32  32  29  36  33  41  39  38  46  41  47  47  49  48  50 
32  96   1   2   0   3   1   0   5   7   7   6   7   8   9  10  13  20  30  26  33  34  30  39  35  41  35  44  43  43  47  44  49  47 
32  84   4   4   6   5   5   4   1   7  12  13  11  17  19  22  20  26  25  29  32  36  34  39  39  40  39  44  48  47  46  49  49  48 
32 120   8   4  11  11  12   8  13  14  17  15  16  18  30  22  28  36  28  23  31  27  38  33  35  42  39  41  43  46  44  47  47  47 
32 105   3   6   5  10   4   8   4  12  11  12  20  12  14  22  18  24  32  28  33  35  33  37  36  34  41  39  43  42  46  43  45  48 
32  82   3   0   1   2   3   1   3   6   3   9   4   9   9   7  15  17  18  24  21  20  27  33  38  33  37  37  34  40  42  44  47  46 
32  82   0   0   2   1   3   3   5   3   3   4   5  10  11   7  12  15  14  13  22  21  26  28  29  32  34  36  36  38  35  45  47  46 
32  99   0   1   1   4   3   8   6   6   6   6  10   8  13  18  22  22  29  25  34  31  33  40  33  34  39  42  37  48  45  44  46  47 
32  80   0   1   0   0   0   0   0   0   0   2   2   2   0   4   4   7   7   6   8   6  10  14  17  15  23  28  25  29  29  27  29  36 
