Mode 1
32   9   2   4   4   6   5   6   6   6  12   8   9   8  12  15  11  20  13  14  17  18  20  14  26  16  20  26  27  21  24  29  24  27 
32  26   2   3   6   8   5   8   9   8  11  13   9   9  11  14  10  12  16  17  17  22  25  17  24  25  30  24  28  29  34  36  36  33 
32   9   1   2   2   1   1   4   2   4   4   3   7   7   5   9  13  10   7   9  10   7  12  14  18   9   8  11  23  15  20  17  14  16 
32  22   9   7   4   4  10   7   5  10  12  15  10   7  15  17  14  20  19  18  10  19  25  21  25  22  33  22  28  30  31  38  38  30 
32  12   4   7   5   7   7   9  12   9  10  10  13  15  15  13  12  15   9  14  13  11  13   9  16  17  12  19  23  18  19  16  18  16 
32  36   7  11  11  17  13  10  14  14  21  18  18  18  23  16  28  29  28  31  32  28  37  39  35  35  42  32  42  48  40  47  46  47 
32  16   7   7   4   3   8   8   6  10  12   9   8  12  17  12  13  16  11  11  15  20  15  19  22  17  17  19  20  20  25  27  30  20 
32  53  20  21  27  22  24  23  25  26  24  37  35  31  33  35  34  39  35  39  39  39  39  41  41  41  44  45  46  43  45  44  40  40 
32  19   5   9   8  14  15  11   9   8   7  13   9   8  19   7   8  16  14  15  22  19  17  21  23  24  24  25  20  23  25  23  31  24 
32  75   5   5   6   8   5   5   4   4  10   4   3   8   7   6  10  10   4   7   5  10   6   7  13   5   8   9   4   7  10   4   8   6 
32 189  13   7  10  11  15   7   9  14   9  10   9  15   9   4   5  11  10  13  12  10  14  10  11  12   6   6  13  11  10   5   9  12 
32  17   6   6   4   5   4  10   7   6   5   7   6  10   8   5   5  13  13  11   8  11  10   7  10   7   9  11   9   9  10   8   9  12 
32  83  10   4   8   6   8  10   9   8   8  11   7   6   6   9   6   4   5   2   4   5   8   3   8  11   9   7   5   5  10   5   5   5 
32  82   4   7  10   6   8   9   6   7   8   7   6   7   4   3   1   8   7   7   7   4   6   8   5   7   5   4   4   5   3   6   9   8 
16 239   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0 
16 239   4   2   1   3   1   2   2   2   3   4   4   6   5   0   3   3 
32  39   6  10   6  10   7   9   8   7  10  10   9  13   6  13  17  10   6  12  10  11  14  11  16  14  10   9  12  12   9  14  17  17 
32  17   7   9   8   9   5  13  12   6   9  14  15  19  13   9  22  19  18  16  16  13  20  19  18  24  19  19  22  17  23  18  23  26 
16 239   6   6   5   4   8   7   3   6   5   8   9   4   6   5   6   6 
32  32   5   6   5   8   4  10   6   9   5   7  15  11   7  16  17  10  20  14  19  26  23  23  24  29  32  30  32  35  32  38  37  40 
32   6   5   4   3   1   1   2   4   3   6   6   9   7  10   8   7  10  12   6   9  11  16  12  11  18  12  16  22  19  16  18  16  17 
32  39  17  19  15  12  17  14  23  22  24  23  21  29  24  31  36  30  30  34  33  39  38  41  40  39  40  42  45  41  41  40  42  47 
32  15   8   9   8   6   9   8   6   7   7   4   8  10  10   8   8  12  18  22  12  13  18  18  20  11  24  16  16  18  11  19  15  18 
32  36  12  15  17  13  12  15  21  13  18  20  22  23  20  24  27  26  24  24  32  33  26  30  37  40  38  36  37  44  36  37  41  40 
16 239   3   4   2   0   4   2   3   3   2   4   4   1   1   1   1   2 
32  24   5   3   3   6   2   8   6   6   8   9   6  11  10  10   6  14   5  11   6   7  11  12  10  15  17  11  13  11  18  11  13  14 
32  12   4   4   5   8   9   7   7  11  10  10  11   8  13  13  14   9  17  14  17  20  18  20  20  16  15  18  25  16  25  21  23  24 
32  38  14  19  19  18  10  14  11  15  17  22  15  25  19  21  20  20  18  22  21  21  19  18  16  21  20  17  27  18  25  22  21  23 
32 102   9   0   3   4   3   3   3   5   1   1   3   6   3   3   4   0   3   2   2   3   7   4   5   5   4   0   1   5   4   2   5   6 
32  20   7  12   9   9   8  12   8  12  16  14  15  19  23  20  19  16  21  29  18  21  23  24  28  23  25  26  28  29  25  32  30  25 
16 239   0   3   5   1   5   5   4   2   2   4   2   3   1   4   2   3 
16 239   0   0   0   0   0   0   1   2   1   0   1   0   1   0   1   0 
32 125   9  10  14   7  11   8   6  14  13   7   9  13  14   6   7  14  10   7  14  12  15   8   6  13  14   7   9   7  11   9  10  13 
16 239   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0 
16 239   0   0   0   0   0   1   0   0   1   0   2   1   0   1   0   0 
32  38  15  11  18  14  17  16  20  19  16  22  17  17  16  24  21  24  18  24  25  22  21  29  18  26  26  24  25  24  25  23  28  24 
16 239   0   0   0   0   1   0   0   1   0   1   0   0   1   0   1   1 
