 5   Pix  0  0
 0   Pix  0  1
 1   Pix  0  2
 6   Pix  0  3
 7   Pix  0  4
 8   Pix  0  5
 0   Pix  0  6
 7   Pix  0  7
 7   Pix  0  8
 8   Pix  0  9
 3   Pix  0 10
 1   Pix  0 11
 3   Pix  0 12
 8   Pix  0 13
 9   Pix  0 14
 9   Pix  0 15
 3   Pix  0 16
 5   Pix  0 17
10   Pix  0 18
10   Pix  0 19
 3   Pix  0 20
 8   Pix  0 21
 9   Pix  0 22
 9   Pix  0 23
 6   Pix  0 24
 1   Pix  0 25
 3   Pix  0 26
 9   Pix  0 27
 3   Pix  0 28
 3   Pix  0 29
 9   Pix  0 30
 4   Pix  0 31
 5   Pix  0 32
 8   Pix  0 33
 9   Pix  0 34
 8   Pix  0 35
 8   Pix  0 36
 9   Pix  0 37
10   Pix  0 38
 7   Pix  0 39
 6   Pix  0 40
 0   Pix  0 41
 3   Pix  0 42
 9   Pix  0 43
 6   Pix  0 44
 9   Pix  0 45
 3   Pix  0 46
 6   Pix  0 47
 6   Pix  0 48
 6   Pix  0 49
 3   Pix  0 50
 9   Pix  0 51
 8   Pix  0 52
 2   Pix  0 53
 5   Pix  0 54
 5   Pix  0 55
 9   Pix  0 56
11   Pix  0 57
10   Pix  0 58
 7   Pix  0 59
 3   Pix  0 60
 4   Pix  0 61
10   Pix  0 62
 9   Pix  0 63
 8   Pix  0 64
10   Pix  0 65
 3   Pix  0 66
11   Pix  0 67
 9   Pix  0 68
 1   Pix  0 69
 6   Pix  0 70
 6   Pix  0 71
 2   Pix  0 72
 6   Pix  0 73
 4   Pix  0 74
 6   Pix  0 75
 6   Pix  0 76
 3   Pix  0 77
 1   Pix  0 78
 0   Pix  0 79
 9   Pix  1  0
 5   Pix  1  1
 5   Pix  1  2
10   Pix  1  3
10   Pix  1  4
 8   Pix  1  5
 9   Pix  1  6
10   Pix  1  7
 9   Pix  1  8
 6   Pix  1  9
 7   Pix  1 10
 8   Pix  1 11
 7   Pix  1 12
10   Pix  1 13
 8   Pix  1 14
11   Pix  1 15
11   Pix  1 16
11   Pix  1 17
 9   Pix  1 18
10   Pix  1 19
 9   Pix  1 20
 8   Pix  1 21
11   Pix  1 22
13   Pix  1 23
10   Pix  1 24
10   Pix  1 25
 8   Pix  1 26
 5   Pix  1 27
13   Pix  1 28
 9   Pix  1 29
 9   Pix  1 30
 7   Pix  1 31
11   Pix  1 32
11   Pix  1 33
 8   Pix  1 34
 9   Pix  1 35
12   Pix  1 36
11   Pix  1 37
 7   Pix  1 38
 8   Pix  1 39
11   Pix  1 40
12   Pix  1 41
11   Pix  1 42
10   Pix  1 43
 9   Pix  1 44
12   Pix  1 45
10   Pix  1 46
 8   Pix  1 47
11   Pix  1 48
11   Pix  1 49
14   Pix  1 50
11   Pix  1 51
 9   Pix  1 52
 9   Pix  1 53
11   Pix  1 54
11   Pix  1 55
 8   Pix  1 56
11   Pix  1 57
10   Pix  1 58
12   Pix  1 59
10   Pix  1 60
12   Pix  1 61
11   Pix  1 62
12   Pix  1 63
11   Pix  1 64
13   Pix  1 65
10   Pix  1 66
 7   Pix  1 67
10   Pix  1 68
 9   Pix  1 69
 9   Pix  1 70
 8   Pix  1 71
11   Pix  1 72
 9   Pix  1 73
11   Pix  1 74
 9   Pix  1 75
 7   Pix  1 76
10   Pix  1 77
 7   Pix  1 78
 6   Pix  1 79
 1   Pix  2  0
10   Pix  2  1
 7   Pix  2  2
 4   Pix  2  3
 8   Pix  2  4
 7   Pix  2  5
 8   Pix  2  6
 7   Pix  2  7
11   Pix  2  8
 9   Pix  2  9
10   Pix  2 10
 7   Pix  2 11
11   Pix  2 12
 7   Pix  2 13
10   Pix  2 14
11   Pix  2 15
 7   Pix  2 16
 7   Pix  2 17
10   Pix  2 18
12   Pix  2 19
 9   Pix  2 20
 7   Pix  2 21
11   Pix  2 22
11   Pix  2 23
12   Pix  2 24
11   Pix  2 25
 9   Pix  2 26
11   Pix  2 27
11   Pix  2 28
10   Pix  2 29
10   Pix  2 30
11   Pix  2 31
10   Pix  2 32
 9   Pix  2 33
13   Pix  2 34
12   Pix  2 35
 9   Pix  2 36
10   Pix  2 37
10   Pix  2 38
10   Pix  2 39
10   Pix  2 40
 8   Pix  2 41
11   Pix  2 42
12   Pix  2 43
11   Pix  2 44
10   Pix  2 45
10   Pix  2 46
12   Pix  2 47
12   Pix  2 48
10   Pix  2 49
10   Pix  2 50
12   Pix  2 51
 7   Pix  2 52
12   Pix  2 53
10   Pix  2 54
11   Pix  2 55
13   Pix  2 56
12   Pix  2 57
11   Pix  2 58
10   Pix  2 59
 8   Pix  2 60
 9   Pix  2 61
10   Pix  2 62
11   Pix  2 63
