Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])
+2.007992e-03 +7.739348e-01 +1.116251e+03 +3.752992e+02     Pix  8  7
+1.980091e-03 +7.671174e-01 +1.099691e+03 +3.808542e+02     Pix  8  8
+1.919065e-03 +8.207697e-01 +1.098512e+03 +3.968273e+02     Pix  8  9
+2.132972e-03 +8.328920e-01 +1.083117e+03 +3.870434e+02     Pix  8 10
+2.038354e-03 +8.417067e-01 +1.082003e+03 +3.740708e+02     Pix  8 11
+1.896126e-03 +6.764526e-01 +1.189926e+03 +3.101024e+02     Pix  8 12
+1.987613e-03 +8.231191e-01 +1.096377e+03 +3.763910e+02     Pix  8 13
+2.144249e-03 +7.983662e-01 +1.091151e+03 +3.715133e+02     Pix  8 14
+2.155851e-03 +8.476343e-01 +1.066255e+03 +4.114350e+02     Pix  8 15
+2.085752e-03 +8.101948e-01 +1.084932e+03 +3.797846e+02     Pix  8 16
+2.023947e-03 +8.445560e-01 +1.073378e+03 +3.781940e+02     Pix  8 17
+2.104142e-03 +8.001730e-01 +1.100886e+03 +3.810224e+02     Pix  8 18
+2.086229e-03 +8.291574e-01 +1.085193e+03 +3.826074e+02     Pix  8 19
+1.756227e-03 +6.895096e-01 +1.162740e+03 +3.079593e+02     Pix  8 20
+1.913778e-03 +7.873797e-01 +1.127037e+03 +3.561365e+02     Pix  8 21
+1.884061e-03 +7.175030e-01 +1.146139e+03 +3.270208e+02     Pix  8 22
+2.076271e-03 +7.989271e-01 +1.088095e+03 +3.627684e+02     Pix  8 23
+1.817624e-03 +6.734002e-01 +1.188069e+03 +3.018437e+02     Pix  8 24
+1.902440e-03 +7.380410e-01 +1.118998e+03 +3.547223e+02     Pix  8 25
+1.830567e-03 +6.952576e-01 +1.146010e+03 +3.132992e+02     Pix  8 26
+2.051094e-03 +7.982607e-01 +1.105578e+03 +3.629279e+02     Pix  8 27
+1.950720e-03 +7.676346e-01 +1.122073e+03 +3.384218e+02     Pix  8 28
+1.947928e-03 +7.852003e-01 +1.110466e+03 +3.312816e+02     Pix  8 29
+1.962782e-03 +7.500560e-01 +1.130992e+03 +3.500825e+02     Pix  8 30
+2.062265e-03 +7.881446e-01 +1.103912e+03 +3.540482e+02     Pix  8 31
+1.876971e-03 +7.416710e-01 +1.145135e+03 +3.036372e+02     Pix  8 32
+2.233410e-03 +8.262434e-01 +1.088432e+03 +3.708334e+02     Pix  8 33
+2.000136e-03 +8.016981e-01 +1.096311e+03 +3.584865e+02     Pix  8 34
+1.863361e-03 +7.451251e-01 +1.138756e+03 +3.039102e+02     Pix  8 35
+2.112510e-03 +7.602113e-01 +1.121489e+03 +3.482076e+02     Pix  8 36
+2.083199e-03 +7.768990e-01 +1.105197e+03 +3.404115e+02     Pix  8 37
+1.979022e-03 +7.842077e-01 +1.096471e+03 +3.481102e+02     Pix  8 38
+1.935135e-03 +7.772197e-01 +1.115230e+03 +3.567360e+02     Pix  8 39
+2.102121e-03 +7.897567e-01 +1.094564e+03 +3.536264e+02     Pix  8 40
+1.931089e-03 +7.333836e-01 +1.126076e+03 +3.252442e+02     Pix  8 41
+1.783867e-03 +7.026778e-01 +1.169006e+03 +3.097149e+02     Pix  8 42
+1.951503e-03 +7.757358e-01 +1.114774e+03 +3.419464e+02     Pix  8 43
+1.785836e-03 +6.870448e-01 +1.170112e+03 +2.813946e+02     Pix  8 44
+1.821336e-03 +6.859543e-01 +1.165652e+03 +3.043296e+02     Pix  8 45
+1.872450e-03 +7.423071e-01 +1.133703e+03 +3.180222e+02     Pix  8 46
+2.103490e-03 +7.934129e-01 +1.085042e+03 +3.517852e+02     Pix  8 47
+1.940010e-03 +7.432133e-01 +1.132892e+03 +3.300711e+02     Pix  8 48
+1.892375e-03 +7.509481e-01 +1.133414e+03 +3.203779e+02     Pix  8 49
+1.789530e-03 +6.868426e-01 +1.160295e+03 +2.852248e+02     Pix  8 50
+1.870355e-03 +7.097837e-01 +1.148150e+03 +3.280140e+02     Pix  8 51
+1.799742e-03 +6.594267e-01 +1.178954e+03 +2.906930e+02     Pix  8 52
+2.141514e-03 +7.913321e-01 +1.087542e+03 +3.426669e+02     Pix  8 53
+1.675118e-03 +6.756981e-01 +1.192605e+03 +2.909164e+02     Pix  8 54
+2.176362e-03 +7.925254e-01 +1.094024e+03 +3.502644e+02     Pix  8 55
+1.904655e-03 +6.940192e-01 +1.149966e+03 +2.955742e+02     Pix  8 56
+1.777077e-03 +7.245690e-01 +1.150388e+03 +3.251562e+02     Pix  8 57
+1.747402e-03 +7.342270e-01 +1.153122e+03 +3.085688e+02     Pix  8 58
+1.845537e-03 +7.742778e-01 +1.125643e+03 +3.059950e+02     Pix  8 59
+2.362850e-03 +9.328242e-01 +1.038828e+03 +4.242519e+02     Pix  8 60
+1.782418e-03 +7.083194e-01 +1.151669e+03 +3.150953e+02     Pix  8 61
+1.718253e-03 +6.767475e-01 +1.181266e+03 +2.767252e+02     Pix  8 62
+1.862336e-03 +7.064747e-01 +1.147627e+03 +3.266457e+02     Pix  8 63
+1.710747e-03 +6.921569e-01 +1.165255e+03 +3.126380e+02     Pix  8 64
+1.882618e-03 +7.017062e-01 +1.147507e+03 +2.994313e+02     Pix  8 65
+1.689376e-03 +7.002503e-01 +1.174211e+03 +3.178291e+02     Pix  8 66
+2.273679e-03 +9.096206e-01 +1.046637e+03 +4.017871e+02     Pix  8 67
+1.781376e-03 +7.056569e-01 +1.147275e+03 +3.122082e+02     Pix  8 68
+1.778359e-03 +7.007728e-01 +1.151952e+03 +3.315364e+02     Pix  8 69
+1.793001e-03 +7.694264e-01 +1.125948e+03 +3.362667e+02     Pix  8 70
+1.838906e-03 +7.716748e-01 +1.105082e+03 +3.151565e+02     Pix  8 71
+1.791794e-03 +8.058023e-01 +1.104733e+03 +3.521469e+02     Pix  8 72
+1.656135e-03 +6.642134e-01 +1.190853e+03 +2.727863e+02     Pix  8 73
+1.655854e-03 +6.990671e-01 +1.161322e+03 +3.021718e+02     Pix  8 74
+1.819655e-03 +7.270086e-01 +1.145454e+03 +3.311933e+02     Pix  8 75
+1.768074e-03 +7.612525e-01 +1.125135e+03 +3.315573e+02     Pix  8 76
+1.898314e-03 +8.340267e-01 +1.086206e+03 +3.468684e+02     Pix  8 77
+1.838110e-03 +7.756219e-01 +1.111886e+03 +3.654949e+02     Pix  8 78
+1.611759e-03 +7.077514e-01 +1.161227e+03 +3.311737e+02     Pix  8 79
+1.903869e-03 +7.958066e-01 +1.118201e+03 +3.848643e+02     Pix  9  0
+2.096787e-03 +8.182697e-01 +1.079856e+03 +4.123526e+02     Pix  9  1
+1.919836e-03 +6.964009e-01 +1.171234e+03 +3.129850e+02     Pix  9  2
+2.087120e-03 +8.408157e-01 +1.071284e+03 +4.266356e+02     Pix  9  3
+1.879569e-03 +7.467588e-01 +1.131958e+03 +3.693505e+02     Pix  9  4
+2.115423e-03 +8.153407e-01 +1.080611e+03 +3.938516e+02     Pix  9  5
+2.161713e-03 +8.189840e-01 +1.074372e+03 +4.316393e+02     Pix  9  6
+1.938396e-03 +7.549019e-01 +1.115976e+03 +3.875963e+02     Pix  9  7
+2.095537e-03 +8.009713e-01 +1.092567e+03 +3.857660e+02     Pix  9  8
+2.153910e-03 +8.404298e-01 +1.078241e+03 +4.145053e+02     Pix  9  9
+2.125574e-03 +7.976440e-01 +1.091289e+03 +3.867781e+02     Pix  9 10
+2.197851e-03 +8.366357e-01 +1.074030e+03 +3.846279e+02     Pix  9 11
+2.060457e-03 +8.054151e-01 +1.098578e+03 +3.966980e+02     Pix  9 12
+2.244941e-03 +8.902829e-01 +1.058665e+03 +4.141003e+02     Pix  9 13
+1.955954e-03 +8.026061e-01 +1.103588e+03 +3.643174e+02     Pix  9 14
+2.153111e-03 +8.082000e-01 +1.090291e+03 +3.922179e+02     Pix  9 15
+1.910898e-03 +7.509796e-01 +1.123813e+03 +3.589936e+02     Pix  9 16
+2.140567e-03 +8.604891e-01 +1.061043e+03 +3.975873e+02     Pix  9 17
+2.072372e-03 +8.018575e-01 +1.096343e+03 +3.832995e+02     Pix  9 18
+1.999370e-03 +7.853306e-01 +1.103362e+03 +3.713108e+02     Pix  9 19
+1.974375e-03 +7.394171e-01 +1.124986e+03 +3.438770e+02     Pix  9 20
+1.962900e-03 +7.790129e-01 +1.119123e+03 +3.725926e+02     Pix  9 21
+2.095460e-03 +8.283856e-01 +1.092051e+03 +3.702780e+02     Pix  9 22
+1.871832e-03 +7.126739e-01 +1.146097e+03 +3.294123e+02     Pix  9 23
+2.013575e-03 +8.100615e-01 +1.105686e+03 +3.746426e+02     Pix  9 24
+2.054182e-03 +8.065830e-01 +1.093103e+03 +3.794985e+02     Pix  9 25
+2.184937e-03 +8.220614e-01 +1.078306e+03 +3.724120e+02     Pix  9 26
+1.993236e-03 +7.761725e-01 +1.111617e+03 +3.743028e+02     Pix  9 27
+2.070786e-03 +8.275393e-01 +1.091525e+03 +3.694175e+02     Pix  9 28
+2.038278e-03 +7.853652e-01 +1.101194e+03 +3.600086e+02     Pix  9 29
+2.285621e-03 +8.350518e-01 +1.080048e+03 +3.955650e+02     Pix  9 30
+2.089495e-03 +7.835131e-01 +1.099090e+03 +3.769798e+02     Pix  9 31
+2.096797e-03 +8.014714e-01 +1.097189e+03 +3.626359e+02     Pix  9 32
+1.968461e-03 +7.912539e-01 +1.115651e+03 +3.674043e+02     Pix  9 33
+2.158479e-03 +8.578873e-01 +1.071272e+03 +3.843595e+02     Pix  9 34
+2.045862e-03 +8.115754e-01 +1.083700e+03 +3.639927e+02     Pix  9 35
+2.036555e-03 +7.568274e-01 +1.119593e+03 +3.572943e+02     Pix  9 36
+2.120208e-03 +7.947711e-01 +1.095522e+03 +3.639617e+02     Pix  9 37
+1.871700e-03 +7.393419e-01 +1.134938e+03 +3.287600e+02     Pix  9 38
+2.155628e-03 +8.340043e-01 +1.082086e+03 +3.891800e+02     Pix  9 39
+1.958602e-03 +7.876068e-01 +1.112231e+03 +3.425321e+02     Pix  9 40
+1.947569e-03 +7.688339e-01 +1.119024e+03 +3.277586e+02     Pix  9 41
+2.051528e-03 +7.917036e-01 +1.108277e+03 +3.598781e+02     Pix  9 42
+2.173954e-03 +8.499608e-01 +1.066433e+03 +3.939117e+02     Pix  9 43
+1.788403e-03 +7.265359e-01 +1.147462e+03 +3.104580e+02     Pix  9 44
+2.039893e-03 +7.869863e-01 +1.112617e+03 +3.523911e+02     Pix  9 45
+2.400706e-03 +9.317678e-01 +1.041950e+03 +3.961039e+02     Pix  9 46
+1.975472e-03 +8.195002e-01 +1.087436e+03 +3.599653e+02     Pix  9 47
+1.881084e-03 +7.809619e-01 +1.119548e+03 +3.651862e+02     Pix  9 48
+1.955991e-03 +7.689274e-01 +1.120730e+03 +3.322281e+02     Pix  9 49
+2.390261e-03 +9.679561e-01 +1.033028e+03 +4.150127e+02     Pix  9 50
+2.118245e-03 +8.161267e-01 +1.092975e+03 +3.665342e+02     Pix  9 51
+1.891500e-03 +7.971110e-01 +1.105507e+03 +3.588207e+02     Pix  9 52
+1.789951e-03 +7.081810e-01 +1.151824e+03 +3.037220e+02     Pix  9 53
+1.731481e-03 +6.860231e-01 +1.170072e+03 +3.169679e+02     Pix  9 54
+1.979484e-03 +7.489926e-01 +1.123021e+03 +3.326984e+02     Pix  9 55
+1.968037e-03 +8.038587e-01 +1.096383e+03 +3.490241e+02     Pix  9 56
+1.916375e-03 +7.971501e-01 +1.115973e+03 +3.442371e+02     Pix  9 57
+1.852517e-03 +7.024275e-01 +1.156233e+03 +3.032083e+02     Pix  9 58
+2.014839e-03 +7.892249e-01 +1.097629e+03 +3.443275e+02     Pix  9 59
+1.755812e-03 +6.944897e-01 +1.169963e+03 +3.098097e+02     Pix  9 60
+2.211198e-03 +8.248062e-01 +1.073826e+03 +3.825014e+02     Pix  9 61
+1.751039e-03 +7.400111e-01 +1.155441e+03 +3.044628e+02     Pix  9 62
+1.926406e-03 +7.491766e-01 +1.133495e+03 +3.375399e+02     Pix  9 63
+1.987718e-03 +7.874914e-01 +1.111584e+03 +3.388238e+02     Pix  9 64
+1.913013e-03 +7.521363e-01 +1.123218e+03 +3.205866e+02     Pix  9 65
+1.871250e-03 +7.492661e-01 +1.129446e+03 +3.518145e+02     Pix  9 66
+1.766388e-03 +7.552304e-01 +1.148495e+03 +3.251083e+02     Pix  9 67
+1.837714e-03 +8.183364e-01 +1.106272e+03 +3.339305e+02     Pix  9 68
+1.864119e-03 +7.506711e-01 +1.137151e+03 +3.257634e+02     Pix  9 69
+1.654793e-03 +6.926109e-01 +1.183218e+03 +2.890378e+02     Pix  9 70
+1.803261e-03 +7.638820e-01 +1.122442e+03 +3.380246e+02     Pix  9 71
+1.757438e-03 +7.333430e-01 +1.160011e+03 +3.168583e+02     Pix  9 72
+1.854287e-03 +7.960980e-01 +1.117069e+03 +3.401743e+02     Pix  9 73
+1.863926e-03 +7.479245e-01 +1.132802e+03 +3.203991e+02     Pix  9 74
+1.658409e-03 +6.680991e-01 +1.194559e+03 +2.975563e+02     Pix  9 75
+1.809610e-03 +7.230399e-01 +1.154105e+03 +3.178327e+02     Pix  9 76
+1.930031e-03 +7.692764e-01 +1.113551e+03 +3.362528e+02     Pix  9 77
+1.638190e-03 +7.280500e-01 +1.164476e+03 +3.448919e+02     Pix  9 78
+1.532639e-03 +6.305746e-01 +1.233337e+03 +2.842160e+02     Pix  9 79
+2.023716e-03 +8.296632e-01 +1.084918e+03 +4.150294e+02     Pix 10  0
+1.943930e-03 +7.177994e-01 +1.149026e+03 +3.411894e+02     Pix 10  1
+2.170671e-03 +8.509069e-01 +1.073205e+03 +3.918893e+02     Pix 10  2
+1.873257e-03 +6.668644e-01 +1.185289e+03 +3.264966e+02     Pix 10  3
+2.256011e-03 +8.765233e-01 +1.049628e+03 +4.326590e+02     Pix 10  4
+2.099227e-03 +8.330344e-01 +1.074561e+03 +3.949877e+02     Pix 10  5
+2.381086e-03 +9.221345e-01 +1.041721e+03 +4.468150e+02     Pix 10  6
+1.941150e-03 +7.807849e-01 +1.109732e+03 +3.825743e+02     Pix 10  7
+1.902049e-03 +6.642487e-01 +1.192614e+03 +2.877695e+02     Pix 10  8
+2.072713e-03 +7.981131e-01 +1.116007e+03 +3.652664e+02     Pix 10  9
+2.011145e-03 +7.793894e-01 +1.115088e+03 +3.603177e+02     Pix 10 10
+1.868652e-03 +7.601889e-01 +1.131070e+03 +3.238908e+02     Pix 10 11
+1.978567e-03 +8.081934e-01 +1.110646e+03 +3.784976e+02     Pix 10 12
+1.974663e-03 +8.380781e-01 +1.099556e+03 +3.695039e+02     Pix 10 13
+1.843828e-03 +6.133650e-01 +1.223070e+03 +2.481821e+02     Pix 10 14
+2.032852e-03 +8.202846e-01 +1.097190e+03 +3.842694e+02     Pix 10 15
+1.976923e-03 +8.053316e-01 +1.102558e+03 +3.632088e+02     Pix 10 16
+1.941065e-03 +7.648779e-01 +1.116714e+03 +3.464301e+02     Pix 10 17
+2.093848e-03 +8.228523e-01 +1.089188e+03 +3.888820e+02     Pix 10 18
+2.122877e-03 +8.380778e-01 +1.086606e+03 +3.779117e+02     Pix 10 19
+1.986240e-03 +7.749533e-01 +1.114393e+03 +3.422896e+02     Pix 10 20
+2.145345e-03 +8.558053e-01 +1.075680e+03 +4.024444e+02     Pix 10 21
+1.999932e-03 +8.156430e-01 +1.100316e+03 +3.525509e+02     Pix 10 22
+1.989133e-03 +7.727249e-01 +1.100850e+03 +3.537491e+02     Pix 10 23
+2.093550e-03 +7.690264e-01 +1.116896e+03 +3.588052e+02     Pix 10 24
+1.688761e-03 +6.415452e-01 +1.213772e+03 +2.753511e+02     Pix 10 25
+1.858640e-03 +7.601982e-01 +1.135716e+03 +3.101303e+02     Pix 10 26
+2.125178e-03 +7.902866e-01 +1.103120e+03 +3.645942e+02     Pix 10 27
+1.837001e-03 +6.969464e-01 +1.161051e+03 +3.102661e+02     Pix 10 28
+1.941142e-03 +7.931383e-01 +1.105834e+03 +3.433770e+02     Pix 10 29
+1.957159e-03 +7.490420e-01 +1.126782e+03 +3.547489e+02     Pix 10 30
+1.951332e-03 +7.311328e-01 +1.135645e+03 +3.294456e+02     Pix 10 31
+1.950165e-03 +7.220245e-01 +1.133354e+03 +3.147532e+02     Pix 10 32
+1.983941e-03 +7.394353e-01 +1.141709e+03 +3.306335e+02     Pix 10 33
+1.894786e-03 +7.387056e-01 +1.144517e+03 +3.121419e+02     Pix 10 34
+1.930277e-03 +7.676131e-01 +1.122192e+03 +3.237381e+02     Pix 10 35
+1.887233e-03 +7.261565e-01 +1.150390e+03 +3.284828e+02     Pix 10 36
+1.983728e-03 +7.766290e-01 +1.116287e+03 +3.321565e+02     Pix 10 37
+1.943870e-03 +7.594141e-01 +1.110324e+03 +3.386856e+02     Pix 10 38
+1.969879e-03 +7.690882e-01 +1.125095e+03 +3.402371e+02     Pix 10 39
+1.996671e-03 +6.647372e-01 +1.179379e+03 +2.737951e+02     Pix 10 40
+1.806809e-03 +7.434294e-01 +1.133958e+03 +3.131534e+02     Pix 10 41
+2.084083e-03 +8.297557e-01 +1.098644e+03 +3.576719e+02     Pix 10 42
+1.959082e-03 +7.432467e-01 +1.140637e+03 +3.155183e+02     Pix 10 43
+1.948300e-03 +7.641455e-01 +1.113080e+03 +3.321902e+02     Pix 10 44
+1.989485e-03 +7.523877e-01 +1.130873e+03 +3.291493e+02     Pix 10 45
+1.905503e-03 +7.651224e-01 +1.125264e+03 +3.220152e+02     Pix 10 46
+1.780229e-03 +7.151380e-01 +1.151220e+03 +2.909104e+02     Pix 10 47
+1.882641e-03 +7.566094e-01 +1.121966e+03 +3.600934e+02     Pix 10 48
+2.035392e-03 +7.966234e-01 +1.095775e+03 +3.558150e+02     Pix 10 49
+1.912031e-03 +7.385486e-01 +1.119024e+03 +3.253242e+02     Pix 10 50
+1.902904e-03 +7.312265e-01 +1.144285e+03 +3.213526e+02     Pix 10 51
+1.954420e-03 +7.591398e-01 +1.120158e+03 +3.281532e+02     Pix 10 52
+1.913292e-03 +7.917685e-01 +1.107329e+03 +3.273866e+02     Pix 10 53
+1.860822e-03 +7.395511e-01 +1.141582e+03 +3.377225e+02     Pix 10 54
+1.982378e-03 +7.547807e-01 +1.109417e+03 +3.438261e+02     Pix 10 55
+1.797171e-03 +7.489510e-01 +1.126578e+03 +3.192130e+02     Pix 10 56
+1.973658e-03 +7.394606e-01 +1.128593e+03 +3.373489e+02     Pix 10 57
+1.809927e-03 +7.097943e-01 +1.156458e+03 +2.941623e+02     Pix 10 58
+1.678806e-03 +6.826133e-01 +1.172675e+03 +2.879224e+02     Pix 10 59
+2.036277e-03 +7.746920e-01 +1.120927e+03 +3.421123e+02     Pix 10 60
+1.761280e-03 +7.322889e-01 +1.144875e+03 +3.214335e+02     Pix 10 61
+1.978631e-03 +8.125094e-01 +1.087195e+03 +3.452967e+02     Pix 10 62
+1.790222e-03 +7.100603e-01 +1.149025e+03 +3.345875e+02     Pix 10 63
+1.621370e-03 +6.786728e-01 +1.186170e+03 +2.991102e+02     Pix 10 64
+1.615141e-03 +6.712001e-01 +1.193193e+03 +2.799160e+02     Pix 10 65
+1.840792e-03 +7.506469e-01 +1.140118e+03 +3.404411e+02     Pix 10 66
+1.608408e-03 +6.280211e-01 +1.220130e+03 +2.730148e+02     Pix 10 67
+1.773220e-03 +7.546933e-01 +1.127847e+03 +3.211972e+02     Pix 10 68
+2.055178e-03 +7.981862e-01 +1.100016e+03 +3.558425e+02     Pix 10 69
+1.752806e-03 +7.023239e-01 +1.182727e+03 +2.814373e+02     Pix 10 70
+1.626109e-03 +6.895000e-01 +1.172534e+03 +2.985970e+02     Pix 10 71
+1.861858e-03 +7.327417e-01 +1.145234e+03 +3.234668e+02     Pix 10 72
+1.592390e-03 +6.596614e-01 +1.207819e+03 +2.864947e+02     Pix 10 73
+1.611143e-03 +7.083469e-01 +1.159054e+03 +3.123686e+02     Pix 10 74
+1.883775e-03 +7.566790e-01 +1.130334e+03 +3.332191e+02     Pix 10 75
+1.718226e-03 +7.381348e-01 +1.137237e+03 +3.210026e+02     Pix 10 76
+1.771895e-03 +7.058237e-01 +1.149596e+03 +3.026014e+02     Pix 10 77
+1.797828e-03 +7.468770e-01 +1.131442e+03 +3.414327e+02     Pix 10 78
+1.601973e-03 +6.960099e-01 +1.179567e+03 +3.137516e+02     Pix 10 79
+1.822644e-03 +7.511412e-01 +1.140054e+03 +3.725829e+02     Pix 11  0
+1.951488e-03 +7.523290e-01 +1.137725e+03 +3.528103e+02     Pix 11  1
+2.144032e-03 +8.284582e-01 +1.072195e+03 +4.045606e+02     Pix 11  2
+2.006535e-03 +7.772376e-01 +1.130781e+03 +3.645177e+02     Pix 11  3
+2.056153e-03 +8.320192e-01 +1.084865e+03 +4.070205e+02     Pix 11  4
+1.970942e-03 +7.868687e-01 +1.114574e+03 +3.649147e+02     Pix 11  5
+2.090141e-03 +7.826262e-01 +1.111769e+03 +3.917425e+02     Pix 11  6
+1.993396e-03 +7.832413e-01 +1.110628e+03 +3.828082e+02     Pix 11  7
+2.120388e-03 +8.156454e-01 +1.082603e+03 +3.964306e+02     Pix 11  8
+2.181270e-03 +8.542674e-01 +1.075669e+03 +4.196101e+02     Pix 11  9
+1.951369e-03 +7.338102e-01 +1.125892e+03 +3.669516e+02     Pix 11 10
+2.010154e-03 +7.706451e-01 +1.110453e+03 +3.591549e+02     Pix 11 11
+1.969928e-03 +7.914418e-01 +1.120618e+03 +3.784907e+02     Pix 11 12
+2.117232e-03 +8.382535e-01 +1.081002e+03 +4.035917e+02     Pix 11 13
+1.756286e-03 +6.729592e-01 +1.196066e+03 +2.914779e+02     Pix 11 14
+2.078242e-03 +7.946831e-01 +1.108430e+03 +3.697800e+02     Pix 11 15
+1.857224e-03 +6.841555e-01 +1.175381e+03 +3.186591e+02     Pix 11 16
+2.273620e-03 +7.549699e-01 +1.129414e+03 +3.328367e+02     Pix 11 17
+1.995028e-03 +7.864166e-01 +1.101495e+03 +3.968667e+02     Pix 11 18
+2.135352e-03 +8.062016e-01 +1.093052e+03 +3.809121e+02     Pix 11 19
+1.897419e-03 +7.558988e-01 +1.112362e+03 +3.562830e+02     Pix 11 20
+2.027812e-03 +7.854742e-01 +1.113942e+03 +3.713632e+02     Pix 11 21
+1.988825e-03 +7.601837e-01 +1.126735e+03 +3.439896e+02     Pix 11 22
+1.954659e-03 +6.764774e-01 +1.177378e+03 +2.906633e+02     Pix 11 23
+2.275885e-03 +8.646689e-01 +1.073066e+03 +4.058853e+02     Pix 11 24
+2.070224e-03 +8.261465e-01 +1.093751e+03 +3.743923e+02     Pix 11 25
+2.008471e-03 +7.947837e-01 +1.108104e+03 +3.445696e+02     Pix 11 26
+1.925777e-03 +7.477870e-01 +1.139646e+03 +3.508118e+02     Pix 11 27
+1.926175e-03 +7.327568e-01 +1.135617e+03 +3.391740e+02     Pix 11 28
+2.121570e-03 +8.050236e-01 +1.100448e+03 +3.522662e+02     Pix 11 29
+2.040187e-03 +7.760899e-01 +1.122030e+03 +3.636608e+02     Pix 11 30
+2.063099e-03 +7.764778e-01 +1.103626e+03 +3.694027e+02     Pix 11 31
+2.147520e-03 +8.142591e-01 +1.086002e+03 +3.722237e+02     Pix 11 32
+1.997903e-03 +7.926730e-01 +1.112810e+03 +3.630590e+02     Pix 11 33
+1.902696e-03 +7.562578e-01 +1.131824e+03 +3.311586e+02     Pix 11 34
+2.149631e-03 +7.845201e-01 +1.094723e+03 +3.498403e+02     Pix 11 35
+1.936966e-03 +7.766258e-01 +1.122628e+03 +3.614183e+02     Pix 11 36
+2.028118e-03 +7.532326e-01 +1.129101e+03 +3.323447e+02     Pix 11 37
+2.092268e-03 +7.867630e-01 +1.104961e+03 +3.469882e+02     Pix 11 38
+1.877681e-03 +7.541760e-01 +1.134117e+03 +3.501123e+02     Pix 11 39
+1.986892e-03 +7.918443e-01 +1.101224e+03 +3.692796e+02     Pix 11 40
+2.205857e-03 +8.211212e-01 +1.084395e+03 +3.631200e+02     Pix 11 41
+2.147221e-03 +8.000972e-01 +1.099152e+03 +3.689829e+02     Pix 11 42
+2.005635e-03 +8.327137e-01 +1.085328e+03 +3.778187e+02     Pix 11 43
+1.762410e-03 +7.775324e-01 +1.131026e+03 +3.233026e+02     Pix 11 44
+1.945621e-03 +7.618706e-01 +1.129849e+03 +3.377919e+02     Pix 11 45
+2.178738e-03 +8.150149e-01 +1.089415e+03 +3.627781e+02     Pix 11 46
+1.952601e-03 +7.628096e-01 +1.126044e+03 +3.151003e+02     Pix 11 47
+1.973600e-03 +7.953158e-01 +1.113154e+03 +3.627448e+02     Pix 11 48
+1.944715e-03 +7.486013e-01 +1.130808e+03 +3.310901e+02     Pix 11 49
+1.970735e-03 +7.919267e-01 +1.105572e+03 +3.409935e+02     Pix 11 50
+2.075200e-03 +8.368688e-01 +1.096145e+03 +3.596364e+02     Pix 11 51
+2.015066e-03 +7.434504e-01 +1.125484e+03 +3.355682e+02     Pix 11 52
+1.911760e-03 +7.247745e-01 +1.140958e+03 +3.071054e+02     Pix 11 53
+1.917523e-03 +7.909380e-01 +1.123164e+03 +3.406477e+02     Pix 11 54
+1.940917e-03 +8.101470e-01 +1.109166e+03 +3.385965e+02     Pix 11 55
+2.033514e-03 +7.884123e-01 +1.100627e+03 +3.389096e+02     Pix 11 56
+1.823720e-03 +7.613222e-01 +1.135079e+03 +3.403184e+02     Pix 11 57
+1.821213e-03 +7.238515e-01 +1.136685e+03 +3.287883e+02     Pix 11 58
+1.906852e-03 +7.257448e-01 +1.138152e+03 +3.072868e+02     Pix 11 59
+2.056067e-03 +7.923692e-01 +1.116544e+03 +3.411949e+02     Pix 11 60
+1.790288e-03 +7.574634e-01 +1.141883e+03 +3.212538e+02     Pix 11 61
+1.813247e-03 +7.099194e-01 +1.147301e+03 +3.112925e+02     Pix 11 62
+1.957009e-03 +7.685857e-01 +1.129122e+03 +3.347382e+02     Pix 11 63
+2.062572e-03 +7.924211e-01 +1.106728e+03 +3.414731e+02     Pix 11 64
+1.759894e-03 +6.827020e-01 +1.174427e+03 +2.850602e+02     Pix 11 65
+1.749847e-03 +7.686596e-01 +1.138768e+03 +3.384550e+02     Pix 11 66
+1.812943e-03 +7.199687e-01 +1.152651e+03 +3.185374e+02     Pix 11 67
+2.197340e-03 +8.293683e-01 +1.089640e+03 +3.517322e+02     Pix 11 68
+1.617631e-03 +7.013932e-01 +1.184084e+03 +3.193316e+02     Pix 11 69
+2.133217e-03 +8.225782e-01 +1.093577e+03 +3.605083e+02     Pix 11 70
+1.937381e-03 +7.743542e-01 +1.109977e+03 +3.412752e+02     Pix 11 71
+1.755242e-03 +6.790505e-01 +1.189892e+03 +2.988806e+02     Pix 11 72
+1.804084e-03 +7.895949e-01 +1.127073e+03 +3.388465e+02     Pix 11 73
+1.919748e-03 +7.645999e-01 +1.128343e+03 +3.105141e+02     Pix 11 74
+1.981605e-03 +8.254844e-01 +1.096860e+03 +3.708815e+02     Pix 11 75
+2.002715e-03 +8.197776e-01 +1.110071e+03 +3.460204e+02     Pix 11 76
+1.699737e-03 +7.414097e-01 +1.160321e+03 +3.091185e+02     Pix 11 77
+1.876343e-03 +7.825686e-01 +1.118433e+03 +3.611535e+02     Pix 11 78
+1.494720e-03 +6.696143e-01 +1.209562e+03 +3.070411e+02     Pix 11 79
+1.817477e-03 +6.525663e-01 +1.179281e+03 +3.094351e+02     Pix 12  0
+2.558120e-03 +9.342164e-01 +1.024142e+03 +4.296722e+02     Pix 12  1
+2.131250e-03 +8.072773e-01 +1.064031e+03 +3.842681e+02     Pix 12  2
+2.097052e-03 +8.505915e-01 +1.047870e+03 +4.254176e+02     Pix 12  3
