 4   Pix  0  0
 2   Pix  0  1
 6   Pix  0  2
 1   Pix  0  3
 4   Pix  0  4
 6   Pix  0  5
 3   Pix  0  6
 5   Pix  0  7
 5   Pix  0  8
 4   Pix  0  9
 1   Pix  0 10
 2   Pix  0 11
 1   Pix  0 12
 1   Pix  0 13
 5   Pix  0 14
 5   Pix  0 15
 2   Pix  0 16
 3   Pix  0 17
 3   Pix  0 18
 7   Pix  0 19
 2   Pix  0 20
 4   Pix  0 21
 3   Pix  0 22
 6   Pix  0 23
 1   Pix  0 24
 3   Pix  0 25
 4   Pix  0 26
 5   Pix  0 27
 1   Pix  0 28
 4   Pix  0 29
 4   Pix  0 30
 3   Pix  0 31
 8   Pix  0 32
 8   Pix  0 33
 1   Pix  0 34
 3   Pix  0 35
 4   Pix  0 36
 7   Pix  0 37
 6   Pix  0 38
 7   Pix  0 39
 8   Pix  0 40
 3   Pix  0 41
 4   Pix  0 42
 6   Pix  0 43
 3   Pix  0 44
 4   Pix  0 45
 8   Pix  0 46
 4   Pix  0 47
 5   Pix  0 48
 8   Pix  0 49
 9   Pix  0 50
 6   Pix  0 51
 6   Pix  0 52
 7   Pix  0 53
 1   Pix  0 54
 9   Pix  0 55
 9   Pix  0 56
 4   Pix  0 57
 8   Pix  0 58
 7   Pix  0 59
 6   Pix  0 60
 5   Pix  0 61
 4   Pix  0 62
 8   Pix  0 63
 6   Pix  0 64
 7   Pix  0 65
 4   Pix  0 66
 4   Pix  0 67
 4   Pix  0 68
 3   Pix  0 69
 3   Pix  0 70
 5   Pix  0 71
 1   Pix  0 72
 6   Pix  0 73
 7   Pix  0 74
 4   Pix  0 75
 0   Pix  0 76
 3   Pix  0 77
 6   Pix  0 78
 7   Pix  0 79
 6   Pix  1  0
 5   Pix  1  1
 6   Pix  1  2
 6   Pix  1  3
 3   Pix  1  4
 3   Pix  1  5
 5   Pix  1  6
 4   Pix  1  7
 4   Pix  1  8
 3   Pix  1  9
 8   Pix  1 10
 5   Pix  1 11
 4   Pix  1 12
 6   Pix  1 13
 6   Pix  1 14
 7   Pix  1 15
 4   Pix  1 16
 6   Pix  1 17
 3   Pix  1 18
 5   Pix  1 19
 5   Pix  1 20
 4   Pix  1 21
 8   Pix  1 22
 6   Pix  1 23
 6   Pix  1 24
 8   Pix  1 25
 6   Pix  1 26
 6   Pix  1 27
 7   Pix  1 28
 7   Pix  1 29
 7   Pix  1 30
 6   Pix  1 31
 5   Pix  1 32
 9   Pix  1 33
 7   Pix  1 34
 4   Pix  1 35
 6   Pix  1 36
 8   Pix  1 37
 8   Pix  1 38
 5   Pix  1 39
 6   Pix  1 40
 8   Pix  1 41
 9   Pix  1 42
