Threshold Sigma

+4.830e+03 +1.928e+02   Pix  0  0
+4.811e+03 +1.873e+02   Pix  0  1
+4.937e+03 +1.645e+02   Pix  0  2
+5.078e+03 +1.799e+02   Pix  0  3
+5.039e+03 +1.473e+02   Pix  0  4
+5.100e+03 +1.654e+02   Pix  0  5
+5.026e+03 +1.804e+02   Pix  0  6
+5.091e+03 +1.045e+02   Pix  0  7
+5.128e+03 +1.749e+02   Pix  0  8
+5.152e+03 +2.087e+02   Pix  0  9
+4.727e+03 +2.084e+02   Pix  0 10
+4.947e+03 +1.939e+02   Pix  0 11
+4.912e+03 +1.786e+02   Pix  0 12
+5.035e+03 +1.827e+02   Pix  0 13
+5.101e+03 +1.935e+02   Pix  0 14
+5.010e+03 +1.718e+02   Pix  0 15
+5.165e+03 +1.829e+02   Pix  0 16
+5.024e+03 +1.783e+02   Pix  0 17
+5.043e+03 +1.899e+02   Pix  0 18
+5.040e+03 +1.723e+02   Pix  0 19
+5.145e+03 +1.930e+02   Pix  0 20
+5.035e+03 +1.867e+02   Pix  0 21
+4.999e+03 +2.057e+02   Pix  0 22
+5.175e+03 +1.996e+02   Pix  0 23
+5.039e+03 +1.642e+02   Pix  0 24
+5.130e+03 +1.689e+02   Pix  0 25
+4.995e+03 +1.938e+02   Pix  0 26
+5.266e+03 +2.030e+02   Pix  0 27
+5.260e+03 +1.954e+02   Pix  0 28
+5.406e+03 +1.998e+02   Pix  0 29
+5.199e+03 +2.252e+02   Pix  0 30
+5.176e+03 +1.912e+02   Pix  0 31
+5.151e+03 +1.933e+02   Pix  0 32
+5.276e+03 +2.008e+02   Pix  0 33
+5.244e+03 +1.983e+02   Pix  0 34
+5.240e+03 +2.103e+02   Pix  0 35
+5.243e+03 +1.980e+02   Pix  0 36
+5.109e+03 +1.878e+02   Pix  0 37
+5.095e+03 +1.687e+02   Pix  0 38
+5.501e+03 +1.931e+02   Pix  0 39
+5.317e+03 +1.977e+02   Pix  0 40
+5.205e+03 +1.907e+02   Pix  0 41
+5.436e+03 +2.153e+02   Pix  0 42
+5.469e+03 +1.853e+02   Pix  0 43
+5.299e+03 +1.814e+02   Pix  0 44
+5.426e+03 +2.033e+02   Pix  0 45
+5.452e+03 +2.326e+02   Pix  0 46
+5.248e+03 +2.031e+02   Pix  0 47
+5.425e+03 +2.114e+02   Pix  0 48
+5.206e+03 +1.886e+02   Pix  0 49
+5.345e+03 +2.057e+02   Pix  0 50
+5.134e+03 +1.836e+02   Pix  0 51
+5.380e+03 +1.928e+02   Pix  0 52
+5.327e+03 +2.074e+02   Pix  0 53
+5.146e+03 +1.883e+02   Pix  0 54
+5.383e+03 +2.133e+02   Pix  0 55
+5.387e+03 +2.145e+02   Pix  0 56
+5.132e+03 +1.924e+02   Pix  0 57
+5.326e+03 +2.125e+02   Pix  0 58
+5.136e+03 +2.076e+02   Pix  0 59
+5.040e+03 +1.894e+02   Pix  0 60
+5.044e+03 +1.971e+02   Pix  0 61
+5.111e+03 +1.987e+02   Pix  0 62
+5.189e+03 +1.840e+02   Pix  0 63
+5.355e+03 +1.942e+02   Pix  0 64
+5.484e+03 +1.952e+02   Pix  0 65
+5.368e+03 +2.119e+02   Pix  0 66
+5.383e+03 +1.887e+02   Pix  0 67
+5.572e+03 +2.414e+02   Pix  0 68
