Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])
+4.492940e-03 +1.205104e+00 +6.083126e+02 +4.501025e+01     Pix  9 48
+4.605478e-03 +1.184741e+00 +6.081754e+02 +4.549339e+01     Pix  9 49
+4.533426e-03 +1.196921e+00 +6.114074e+02 +3.857325e+01     Pix  9 50
+4.756481e-03 +1.199509e+00 +6.148053e+02 +3.860297e+01     Pix  9 51
+4.518943e-03 +1.203160e+00 +6.062073e+02 +4.470416e+01     Pix  9 52
+4.442321e-03 +1.185737e+00 +6.096303e+02 +4.152797e+01     Pix  9 53
+4.258136e-03 +1.182608e+00 +6.259600e+02 +2.729915e+01     Pix  9 54
+4.330253e-03 +1.159762e+00 +6.109077e+02 +4.535501e+01     Pix  9 55
+4.434014e-03 +1.166681e+00 +6.210525e+02 +3.103631e+01     Pix  9 56
+4.354629e-03 +1.183491e+00 +6.120614e+02 +4.207604e+01     Pix  9 57
+4.284276e-03 +1.189476e+00 +6.218089e+02 +2.960878e+01     Pix  9 58
+4.386699e-03 +1.174956e+00 +6.138021e+02 +3.866642e+01     Pix  9 59
+4.396957e-03 +1.190018e+00 +6.065099e+02 +4.960577e+01     Pix  9 60
+4.394230e-03 +1.161087e+00 +6.150126e+02 +4.111846e+01     Pix  9 61
+4.431763e-03 +1.186063e+00 +6.143173e+02 +3.764601e+01     Pix  9 62
+4.210285e-03 +1.190290e+00 +6.232336e+02 +2.536137e+01     Pix  9 63
+4.245019e-03 +1.205749e+00 +6.221863e+02 +2.831391e+01     Pix  9 64
+4.398211e-03 +1.188637e+00 +6.156626e+02 +3.381489e+01     Pix  9 65
+4.266139e-03 +1.169356e+00 +6.240740e+02 +3.279615e+01     Pix  9 66
+4.321458e-03 +1.194045e+00 +6.140137e+02 +4.132566e+01     Pix  9 67
+4.215981e-03 +1.166360e+00 +6.226355e+02 +3.238631e+01     Pix  9 68
+4.265634e-03 +1.182070e+00 +6.223992e+02 +3.027371e+01     Pix  9 69
+4.320923e-03 +1.155991e+00 +6.212410e+02 +3.031921e+01     Pix  9 70
+4.148976e-03 +1.137692e+00 +6.271537e+02 +2.717630e+01     Pix  9 71
+4.240957e-03 +1.172599e+00 +6.225069e+02 +3.485556e+01     Pix  9 72
+4.128541e-03 +1.174227e+00 +6.192926e+02 +3.575340e+01     Pix  9 73
+4.382263e-03 +1.169217e+00 +6.086417e+02 +4.603093e+01     Pix  9 74
+4.288805e-03 +1.175643e+00 +6.200258e+02 +3.858327e+01     Pix  9 75
+4.166990e-03 +1.195062e+00 +6.297504e+02 +2.777693e+01     Pix  9 76
+4.104670e-03 +1.144173e+00 +6.306293e+02 +2.288775e+01     Pix  9 77
+4.341524e-03 +1.183141e+00 +6.224480e+02 +3.623662e+01     Pix  9 78
+3.421261e-03 +1.133991e+00 +6.446944e+02 +1.053238e+01     Pix  9 79
+4.442397e-03 +1.193616e+00 +5.932538e+02 +6.233256e+01     Pix 10  0
+4.621633e-03 +1.185655e+00 +5.921659e+02 +6.303947e+01     Pix 10  1
+4.600808e-03 +1.155303e+00 +5.886091e+02 +6.259152e+01     Pix 10  2
+4.657009e-03 +1.152019e+00 +5.871683e+02 +6.987251e+01     Pix 10  3
+4.597590e-03 +1.144016e+00 +5.937682e+02 +6.190392e+01     Pix 10  4
+4.685613e-03 +1.189176e+00 +5.774162e+02 +7.363208e+01     Pix 10  5
+4.499537e-03 +1.199146e+00 +5.926288e+02 +6.617176e+01     Pix 10  6
+4.616533e-03 +1.162197e+00 +5.921151e+02 +6.331762e+01     Pix 10  7
+4.680578e-03 +1.147787e+00 +5.905010e+02 +6.433954e+01     Pix 10  8
+4.551714e-03 +1.167506e+00 +5.988939e+02 +4.985509e+01     Pix 10  9
+4.634549e-03 +1.121501e+00 +5.961530e+02 +5.001498e+01     Pix 10 10
+4.642181e-03 +1.136636e+00 +5.840007e+02 +6.204311e+01     Pix 10 11
+4.514837e-03 +1.141596e+00 +6.017359e+02 +5.065752e+01     Pix 10 12
+4.562091e-03 +1.181800e+00 +5.923757e+02 +5.430739e+01     Pix 10 13
+4.496259e-03 +1.152694e+00 +5.997796e+02 +4.356271e+01     Pix 10 14
+4.555410e-03 +1.147471e+00 +5.991756e+02 +4.803366e+01     Pix 10 15
+4.559692e-03 +1.133121e+00 +5.966579e+02 +5.014708e+01     Pix 10 16
+4.558995e-03 +1.143072e+00 +5.937837e+02 +5.076924e+01     Pix 10 17
+4.654881e-03 +1.092832e+00 +5.882117e+02 +6.186171e+01     Pix 10 18
+4.424795e-03 +1.171128e+00 +6.065997e+02 +3.889829e+01     Pix 10 19
+4.678663e-03 +1.141957e+00 +5.900868e+02 +5.464977e+01     Pix 10 20
+4.625690e-03 +1.122593e+00 +5.952783e+02 +5.278731e+01     Pix 10 21
+4.514291e-03 +1.164117e+00 +5.917119e+02 +5.344382e+01     Pix 10 22
+4.385529e-03 +1.144990e+00 +6.000518e+02 +4.340513e+01     Pix 10 23
+4.385391e-03 +1.125881e+00 +6.093502e+02 +4.074753e+01     Pix 10 24
+4.386958e-03 +1.144502e+00 +6.015116e+02 +4.619342e+01     Pix 10 25
+4.577817e-03 +1.133310e+00 +5.939217e+02 +5.115546e+01     Pix 10 26
+4.289431e-03 +1.173380e+00 +6.074688e+02 +3.796974e+01     Pix 10 27
+4.594115e-03 +1.128301e+00 +5.901616e+02 +5.426742e+01     Pix 10 28
+4.442118e-03 +1.152838e+00 +5.991151e+02 +4.025563e+01     Pix 10 29
+4.342397e-03 +1.125893e+00 +5.976548e+02 +5.169220e+01     Pix 10 30
+4.401343e-03 +1.101119e+00 +6.067777e+02 +4.096369e+01     Pix 10 31
+4.433493e-03 +1.169894e+00 +6.028523e+02 +3.908276e+01     Pix 10 32
+4.602891e-03 +1.064614e+00 +6.011813e+02 +4.549777e+01     Pix 10 33
+4.362087e-03 +1.140196e+00 +6.050708e+02 +3.411627e+01     Pix 10 34
+4.406238e-03 +1.127606e+00 +6.014994e+02 +3.646394e+01     Pix 10 35
+4.418382e-03 +1.128016e+00 +6.044693e+02 +4.456310e+01     Pix 10 36
+4.347453e-03 +1.123355e+00 +6.055151e+02 +4.044691e+01     Pix 10 37
+4.362973e-03 +1.134255e+00 +6.064050e+02 +3.367699e+01     Pix 10 38
+4.303929e-03 +1.135209e+00 +6.115390e+02 +3.424654e+01     Pix 10 39
+4.390030e-03 +1.134899e+00 +5.983465e+02 +4.847253e+01     Pix 10 40
+4.349062e-03 +1.117241e+00 +6.071862e+02 +3.600383e+01     Pix 10 41
+4.392887e-03 +1.126269e+00 +6.052035e+02 +4.423740e+01     Pix 10 42
+4.371031e-03 +1.131821e+00 +6.050882e+02 +4.009422e+01     Pix 10 43
+4.208976e-03 +1.127610e+00 +6.118291e+02 +3.075140e+01     Pix 10 44
+4.381920e-03 +1.119935e+00 +6.034354e+02 +4.176582e+01     Pix 10 45
+4.516893e-03 +1.114083e+00 +6.008446e+02 +3.689745e+01     Pix 10 46
+4.328777e-03 +1.097534e+00 +6.150056e+02 +2.357838e+01     Pix 10 47
+4.323592e-03 +1.125479e+00 +6.153932e+02 +2.823209e+01     Pix 10 48
+4.388831e-03 +1.064803e+00 +6.060981e+02 +3.988046e+01     Pix 10 49
+4.392219e-03 +1.112716e+00 +5.981397e+02 +4.299554e+01     Pix 10 50
+4.445855e-03 +1.095430e+00 +6.041958e+02 +3.953354e+01     Pix 10 51
+4.249118e-03 +1.118614e+00 +6.183976e+02 +2.004959e+01     Pix 10 52
+4.434698e-03 +1.102977e+00 +5.990702e+02 +3.984609e+01     Pix 10 53
+4.492835e-03 +1.078618e+00 +6.056745e+02 +4.052415e+01     Pix 10 54
+4.338704e-03 +1.151395e+00 +5.979822e+02 +4.335475e+01     Pix 10 55
+4.310301e-03 +1.097934e+00 +6.121368e+02 +2.845765e+01     Pix 10 56
+4.436737e-03 +1.094393e+00 +5.951442e+02 +4.870103e+01     Pix 10 57
+4.276262e-03 +1.126598e+00 +6.097725e+02 +3.076134e+01     Pix 10 58
+4.265315e-03 +1.115566e+00 +6.036054e+02 +3.554803e+01     Pix 10 59
+4.367775e-03 +1.108831e+00 +6.069051e+02 +3.956104e+01     Pix 10 60
+4.183342e-03 +1.129252e+00 +6.177611e+02 +2.449440e+01     Pix 10 61
+4.247986e-03 +1.125369e+00 +6.056696e+02 +3.464535e+01     Pix 10 62
+4.229141e-03 +1.147296e+00 +6.177687e+02 +2.057356e+01     Pix 10 63
+4.386362e-03 +1.127136e+00 +6.052125e+02 +3.534191e+01     Pix 10 64
+4.325184e-03 +1.108229e+00 +6.065335e+02 +3.174251e+01     Pix 10 65
+4.287992e-03 +1.138619e+00 +6.107499e+02 +3.403240e+01     Pix 10 66
+4.300232e-03 +1.125871e+00 +6.076518e+02 +3.730098e+01     Pix 10 67
+4.349729e-03 +1.120865e+00 +6.016277e+02 +3.980698e+01     Pix 10 68
+4.267995e-03 +1.129406e+00 +6.086350e+02 +3.633790e+01     Pix 10 69
+4.296399e-03 +1.144402e+00 +6.073360e+02 +3.554164e+01     Pix 10 70
+4.113869e-03 +1.118331e+00 +6.090174e+02 +2.723274e+01     Pix 10 71
+4.233282e-03 +1.113058e+00 +6.115831e+02 +3.286265e+01     Pix 10 72
+4.290041e-03 +1.133127e+00 +6.032246e+02 +3.786898e+01     Pix 10 73
+4.181848e-03 +1.149404e+00 +6.039262e+02 +3.557632e+01     Pix 10 74
+4.218062e-03 +1.110903e+00 +6.135470e+02 +3.306698e+01     Pix 10 75
+4.092371e-03 +1.147209e+00 +6.127552e+02 +3.097248e+01     Pix 10 76
+4.297465e-03 +1.122357e+00 +6.083250e+02 +3.288006e+01     Pix 10 77
+4.274790e-03 +1.088022e+00 +6.114951e+02 +4.121958e+01     Pix 10 78
+3.645190e-03 +1.130837e+00 +6.125074e+02 +2.861354e+01     Pix 10 79
+4.439901e-03 +1.213056e+00 +5.973716e+02 +5.513153e+01     Pix 11  0
+4.634982e-03 +1.187084e+00 +5.963513e+02 +5.773158e+01     Pix 11  1
+4.639596e-03 +1.132735e+00 +5.894652e+02 +6.452413e+01     Pix 11  2
+4.624474e-03 +1.154885e+00 +5.947537e+02 +5.766967e+01     Pix 11  3
+4.662541e-03 +1.174496e+00 +5.904685e+02 +6.112880e+01     Pix 11  4
+4.754174e-03 +1.181557e+00 +5.853474e+02 +6.887870e+01     Pix 11  5
+4.635011e-03 +1.197310e+00 +5.918547e+02 +6.292000e+01     Pix 11  6
+4.638976e-03 +1.223052e+00 +5.880074e+02 +6.516550e+01     Pix 11  7
+4.789705e-03 +1.171786e+00 +5.860698e+02 +6.629765e+01     Pix 11  8
+4.776055e-03 +1.173003e+00 +5.868188e+02 +5.841232e+01     Pix 11  9
+4.673109e-03 +1.154858e+00 +6.017605e+02 +4.493651e+01     Pix 11 10
+4.688552e-03 +1.168152e+00 +5.944766e+02 +5.095057e+01     Pix 11 11
+4.676104e-03 +1.164211e+00 +5.950973e+02 +5.304701e+01     Pix 11 12
+4.633683e-03 +1.201592e+00 +5.928978e+02 +5.251959e+01     Pix 11 13
+4.757955e-03 +1.159250e+00 +5.869167e+02 +6.051554e+01     Pix 11 14
+4.716878e-03 +1.178628e+00 +5.848652e+02 +6.217066e+01     Pix 11 15
+4.634530e-03 +1.165662e+00 +5.919563e+02 +5.327294e+01     Pix 11 16
+4.593770e-03 +1.158674e+00 +5.985813e+02 +4.568525e+01     Pix 11 17
+4.707036e-03 +1.164181e+00 +5.964335e+02 +4.781950e+01     Pix 11 18
+4.549608e-03 +1.209180e+00 +5.987496e+02 +4.450556e+01     Pix 11 19
+4.589523e-03 +1.159990e+00 +6.001735e+02 +4.535260e+01     Pix 11 20
+4.757688e-03 +1.185496e+00 +5.893478e+02 +5.732092e+01     Pix 11 21
+4.663161e-03 +1.206488e+00 +5.886361e+02 +5.974161e+01     Pix 11 22
+4.542004e-03 +1.164341e+00 +5.923288e+02 +5.107403e+01     Pix 11 23
+4.517888e-03 +1.181989e+00 +6.063824e+02 +4.178737e+01     Pix 11 24
+4.744341e-03 +1.197992e+00 +5.853099e+02 +6.220889e+01     Pix 11 25
+4.563196e-03 +1.190118e+00 +6.005243e+02 +4.641895e+01     Pix 11 26
+4.532744e-03 +1.176785e+00 +6.029870e+02 +4.177910e+01     Pix 11 27
+4.611559e-03 +1.184678e+00 +5.999384e+02 +4.373149e+01     Pix 11 28
+4.552160e-03 +1.184672e+00 +5.951146e+02 +4.559741e+01     Pix 11 29
+4.595529e-03 +1.198232e+00 +5.975844e+02 +4.915156e+01     Pix 11 30
+4.702352e-03 +1.130332e+00 +5.910301e+02 +5.835117e+01     Pix 11 31
+4.616175e-03 +1.157487e+00 +5.949445e+02 +4.948815e+01     Pix 11 32
+4.502480e-03 +1.206639e+00 +5.933539e+02 +5.137955e+01     Pix 11 33
+4.597914e-03 +1.188407e+00 +5.935235e+02 +4.907381e+01     Pix 11 34
+4.555964e-03 +1.144225e+00 +5.955691e+02 +4.652548e+01     Pix 11 35
+4.491742e-03 +1.165551e+00 +6.000971e+02 +4.507244e+01     Pix 11 36
+4.415007e-03 +1.175774e+00 +6.054288e+02 +3.968164e+01     Pix 11 37
+4.465060e-03 +1.178813e+00 +6.048217e+02 +3.657336e+01     Pix 11 38
+4.590330e-03 +1.144793e+00 +5.926305e+02 +5.481191e+01     Pix 11 39
+4.505765e-03 +1.128939e+00 +5.966281e+02 +4.710198e+01     Pix 11 40
+4.532047e-03 +1.214304e+00 +5.830838e+02 +5.593339e+01     Pix 11 41
+4.565953e-03 +1.175455e+00 +5.953425e+02 +5.346268e+01     Pix 11 42
+4.553539e-03 +1.148121e+00 +5.938093e+02 +5.499554e+01     Pix 11 43
+4.491741e-03 +1.163546e+00 +6.017275e+02 +4.413912e+01     Pix 11 44
+4.535967e-03 +1.156290e+00 +5.881531e+02 +5.366217e+01     Pix 11 45
+4.629123e-03 +1.150328e+00 +5.924969e+02 +4.740785e+01     Pix 11 46
+4.591399e-03 +1.152880e+00 +5.891987e+02 +5.463916e+01     Pix 11 47
+4.526883e-03 +1.166361e+00 +5.996743e+02 +4.341228e+01     Pix 11 48
+4.523616e-03 +1.142106e+00 +5.964287e+02 +4.976922e+01     Pix 11 49
+4.457286e-03 +1.157888e+00 +5.981124e+02 +4.546079e+01     Pix 11 50
+4.398756e-03 +1.199425e+00 +6.055956e+02 +3.201690e+01     Pix 11 51
+4.548941e-03 +1.143432e+00 +5.960753e+02 +4.485459e+01     Pix 11 52
+4.455655e-03 +1.195238e+00 +6.024526e+02 +3.391310e+01     Pix 11 53
+4.316355e-03 +1.173724e+00 +6.100996e+02 +2.981887e+01     Pix 11 54
+4.471142e-03 +1.150508e+00 +6.040236e+02 +3.905593e+01     Pix 11 55
+4.461779e-03 +1.187943e+00 +6.037167e+02 +3.612276e+01     Pix 11 56
+4.416315e-03 +1.176114e+00 +6.055041e+02 +3.532746e+01     Pix 11 57
+4.384715e-03 +1.217338e+00 +6.038623e+02 +3.231365e+01     Pix 11 58
+4.471459e-03 +1.169055e+00 +5.976779e+02 +4.174113e+01     Pix 11 59
+4.483020e-03 +1.189887e+00 +5.951810e+02 +4.690670e+01     Pix 11 60
+4.396322e-03 +1.195782e+00 +5.998088e+02 +4.196541e+01     Pix 11 61
+4.475439e-03 +1.153501e+00 +6.024850e+02 +4.136174e+01     Pix 11 62
+4.511895e-03 +1.171524e+00 +6.016707e+02 +3.977950e+01     Pix 11 63
+4.530125e-03 +1.170303e+00 +5.995422e+02 +4.248825e+01     Pix 11 64
+4.473951e-03 +1.160594e+00 +5.978252e+02 +4.358777e+01     Pix 11 65
+4.494017e-03 +1.172708e+00 +6.070408e+02 +3.605568e+01     Pix 11 66
+4.408078e-03 +1.167725e+00 +6.049538e+02 +3.711015e+01     Pix 11 67
+4.242139e-03 +1.144725e+00 +6.108782e+02 +3.252321e+01     Pix 11 68
+4.327710e-03 +1.163273e+00 +6.130816e+02 +2.790625e+01     Pix 11 69
+4.399332e-03 +1.164900e+00 +6.081467e+02 +3.486925e+01     Pix 11 70
+4.400280e-03 +1.189926e+00 +6.021749e+02 +3.787293e+01     Pix 11 71
+4.386607e-03 +1.165306e+00 +6.058657e+02 +4.019345e+01     Pix 11 72
+4.330413e-03 +1.138328e+00 +6.107857e+02 +3.248579e+01     Pix 11 73
+4.278374e-03 +1.123736e+00 +6.149066e+02 +2.682855e+01     Pix 11 74
+4.484897e-03 +1.139239e+00 +6.031821e+02 +4.140886e+01     Pix 11 75
+4.406337e-03 +1.153558e+00 +6.078357e+02 +3.574062e+01     Pix 11 76
+4.339466e-03 +1.166448e+00 +6.103348e+02 +3.095998e+01     Pix 11 77
+4.421351e-03 +1.160354e+00 +6.052819e+02 +4.450972e+01     Pix 11 78
+3.727397e-03 +1.149555e+00 +6.149618e+02 +2.641557e+01     Pix 11 79
+4.432250e-03 +1.200409e+00 +5.873521e+02 +8.805122e+01     Pix 12  0
+4.675029e-03 +1.185293e+00 +5.777691e+02 +9.687074e+01     Pix 12  1
+4.697399e-03 +1.171734e+00 +5.817369e+02 +9.199456e+01     Pix 12  2
+4.654461e-03 +1.187099e+00 +5.861692e+02 +8.933860e+01     Pix 12  3
+4.727551e-03 +1.155029e+00 +5.775691e+02 +9.475409e+01     Pix 12  4
+4.699899e-03 +1.153379e+00 +5.909645e+02 +7.948869e+01     Pix 12  5
+4.862443e-03 +1.158644e+00 +5.794666e+02 +9.848668e+01     Pix 12  6
+4.587399e-03 +1.165476e+00 +5.954005e+02 +8.048949e+01     Pix 12  7
+4.742936e-03 +1.183545e+00 +5.836798e+02 +8.777674e+01     Pix 12  8
+4.627776e-03 +1.154505e+00 +5.930598e+02 +7.518355e+01     Pix 12  9
+4.618062e-03 +1.182096e+00 +5.919167e+02 +7.015462e+01     Pix 12 10
+4.684296e-03 +1.163819e+00 +5.920695e+02 +7.031790e+01     Pix 12 11
+4.640665e-03 +1.166893e+00 +5.905772e+02 +8.137652e+01     Pix 12 12
+4.781491e-03 +1.200345e+00 +5.808757e+02 +8.451313e+01     Pix 12 13
+4.591366e-03 +1.140579e+00 +5.920859e+02 +7.573956e+01     Pix 12 14
+4.562167e-03 +1.153668e+00 +5.938455e+02 +7.429688e+01     Pix 12 15
+4.582519e-03 +1.159773e+00 +5.853131e+02 +7.828538e+01     Pix 12 16
+4.710560e-03 +1.127155e+00 +5.825863e+02 +7.994815e+01     Pix 12 17
+4.705775e-03 +1.145226e+00 +5.862396e+02 +8.450231e+01     Pix 12 18
+4.612061e-03 +1.158002e+00 +5.884217e+02 +7.907601e+01     Pix 12 19
+4.517586e-03 +1.149309e+00 +5.894477e+02 +7.472462e+01     Pix 12 20
+4.473304e-03 +1.145779e+00 +5.959128e+02 +7.318888e+01     Pix 12 21
+4.541265e-03 +1.150744e+00 +5.954937e+02 +7.091712e+01     Pix 12 22
+4.473326e-03 +1.122176e+00 +6.001040e+02 +6.373686e+01     Pix 12 23
+4.433108e-03 +1.162777e+00 +6.061292e+02 +6.411594e+01     Pix 12 24
+4.462818e-03 +1.107856e+00 +5.968570e+02 +7.211189e+01     Pix 12 25
+4.622264e-03 +1.160853e+00 +5.828478e+02 +8.257700e+01     Pix 12 26
+4.453396e-03 +1.145669e+00 +5.921358e+02 +7.293668e+01     Pix 12 27
+4.467808e-03 +1.141914e+00 +5.945630e+02 +6.993111e+01     Pix 12 28
+4.381656e-03 +1.148429e+00 +5.960018e+02 +6.563543e+01     Pix 12 29
+4.448679e-03 +1.121948e+00 +5.998352e+02 +7.151157e+01     Pix 12 30
+4.375102e-03 +1.148439e+00 +6.032711e+02 +6.491287e+01     Pix 12 31
+4.462848e-03 +1.132742e+00 +5.918458e+02 +7.457553e+01     Pix 12 32
+4.488859e-03 +1.135781e+00 +5.912731e+02 +7.552712e+01     Pix 12 33
+4.456274e-03 +1.102102e+00 +6.006671e+02 +6.507354e+01     Pix 12 34
+4.356610e-03 +1.140289e+00 +5.992551e+02 +6.116012e+01     Pix 12 35
+4.336391e-03 +1.122544e+00 +6.088144e+02 +5.901218e+01     Pix 12 36
+4.303047e-03 +1.124577e+00 +6.017658e+02 +6.488337e+01     Pix 12 37
+4.354994e-03 +1.085242e+00 +6.030697e+02 +6.378495e+01     Pix 12 38
+4.373296e-03 +1.138857e+00 +5.982078e+02 +6.990562e+01     Pix 12 39
+4.340990e-03 +1.110264e+00 +6.041057e+02 +6.128586e+01     Pix 12 40
+4.401852e-03 +1.109149e+00 +6.000975e+02 +6.579925e+01     Pix 12 41
+4.210012e-03 +1.126868e+00 +6.116024e+02 +5.583639e+01     Pix 12 42
+4.470009e-03 +1.113660e+00 +5.945876e+02 +7.425199e+01     Pix 12 43
+4.405369e-03 +1.152469e+00 +5.983105e+02 +6.421552e+01     Pix 12 44
+4.395543e-03 +1.111060e+00 +6.012047e+02 +6.299483e+01     Pix 12 45
+4.327147e-03 +1.120332e+00 +6.057250e+02 +5.340226e+01     Pix 12 46
+4.346481e-03 +1.128058e+00 +6.063062e+02 +5.001044e+01     Pix 12 47
+4.425088e-03 +1.086576e+00 +6.075611e+02 +6.156052e+01     Pix 12 48
+4.410633e-03 +1.111073e+00 +5.991356e+02 +6.739116e+01     Pix 12 49
+4.356021e-03 +1.108014e+00 +6.069666e+02 +5.500092e+01     Pix 12 50
+4.457594e-03 +1.133523e+00 +5.935370e+02 +6.938022e+01     Pix 12 51
+4.361090e-03 +1.132069e+00 +6.042286e+02 +5.728646e+01     Pix 12 52
+4.356681e-03 +1.131446e+00 +6.057417e+02 +5.135899e+01     Pix 12 53
+4.338717e-03 +1.116661e+00 +6.068987e+02 +5.559564e+01     Pix 12 54
+4.423654e-03 +1.124918e+00 +6.051340e+02 +5.634559e+01     Pix 12 55
+4.313451e-03 +1.108037e+00 +6.000045e+02 +6.055607e+01     Pix 12 56
+4.370789e-03 +1.068884e+00 +6.027691e+02 +6.383289e+01     Pix 12 57
+4.340712e-03 +1.093375e+00 +5.982742e+02 +6.628031e+01     Pix 12 58
+4.363571e-03 +1.150580e+00 +5.959060e+02 +6.261498e+01     Pix 12 59
+4.545995e-03 +1.102587e+00 +5.933660e+02 +7.537432e+01     Pix 12 60
+4.381328e-03 +1.109131e+00 +5.938845e+02 +7.424619e+01     Pix 12 61
+4.365129e-03 +1.130593e+00 +6.006938e+02 +6.139611e+01     Pix 12 62
+4.347599e-03 +1.125221e+00 +6.028793e+02 +6.240915e+01     Pix 12 63
+4.483583e-03 +1.097659e+00 +5.959931e+02 +6.959855e+01     Pix 12 64
+4.428682e-03 +1.100325e+00 +5.939382e+02 +6.616644e+01     Pix 12 65
+4.246994e-03 +1.155315e+00 +6.101579e+02 +5.551740e+01     Pix 12 66
+4.277664e-03 +1.139931e+00 +6.061044e+02 +6.008429e+01     Pix 12 67
+4.367294e-03 +1.101224e+00 +6.008640e+02 +6.222833e+01     Pix 12 68
+4.311801e-03 +1.146012e+00 +6.036854e+02 +6.140856e+01     Pix 12 69
+4.341795e-03 +1.153409e+00 +6.028343e+02 +5.994772e+01     Pix 12 70
+4.438050e-03 +1.146231e+00 +5.967248e+02 +6.261211e+01     Pix 12 71
+4.372954e-03 +1.160647e+00 +6.058793e+02 +5.755889e+01     Pix 12 72
+4.291394e-03 +1.146458e+00 +6.100008e+02 +5.224480e+01     Pix 12 73
+4.268996e-03 +1.110235e+00 +6.106019e+02 +5.200058e+01     Pix 12 74
+4.130592e-03 +1.145021e+00 +6.135938e+02 +5.121386e+01     Pix 12 75
+4.258961e-03 +1.173735e+00 +5.975553e+02 +6.581170e+01     Pix 12 76
+4.311412e-03 +1.124508e+00 +5.983293e+02 +6.302713e+01     Pix 12 77
+4.288084e-03 +1.151515e+00 +6.062808e+02 +6.287634e+01     Pix 12 78
+3.805770e-03 +1.124002e+00 +6.109581e+02 +5.309737e+01     Pix 12 79
+4.555351e-03 +1.193619e+00 +5.861237e+02 +8.822314e+01     Pix 13  0
+4.690712e-03 +1.194935e+00 +5.909473e+02 +8.357854e+01     Pix 13  1
+4.806190e-03 +1.171024e+00 +5.845173e+02 +8.954364e+01     Pix 13  2
+4.496171e-03 +1.185132e+00 +6.022771e+02 +7.356642e+01     Pix 13  3
+4.798062e-03 +1.182977e+00 +5.812952e+02 +9.376395e+01     Pix 13  4
+4.565054e-03 +1.190914e+00 +5.887025e+02 +8.364869e+01     Pix 13  5
+4.722888e-03 +1.151489e+00 +5.829080e+02 +9.884478e+01     Pix 13  6
+4.699398e-03 +1.166345e+00 +5.925565e+02 +8.349772e+01     Pix 13  7
+4.732245e-03 +1.191684e+00 +5.900422e+02 +8.404852e+01     Pix 13  8
+4.716366e-03 +1.171470e+00 +5.881899e+02 +7.850286e+01     Pix 13  9
+4.731857e-03 +1.182044e+00 +5.860205e+02 +8.014371e+01     Pix 13 10
+4.738153e-03 +1.178449e+00 +5.830514e+02 +8.317237e+01     Pix 13 11
+4.588874e-03 +1.194766e+00 +5.978225e+02 +7.117561e+01     Pix 13 12
+4.688276e-03 +1.191096e+00 +5.904100e+02 +7.825280e+01     Pix 13 13
+4.614902e-03 +1.140505e+00 +5.934910e+02 +7.571448e+01     Pix 13 14
+4.802817e-03 +1.165654e+00 +5.775001e+02 +9.016172e+01     Pix 13 15
+4.586665e-03 +1.215576e+00 +5.967579e+02 +6.494700e+01     Pix 13 16
+4.722445e-03 +1.168996e+00 +5.826420e+02 +8.069199e+01     Pix 13 17
+4.688265e-03 +1.173000e+00 +5.901146e+02 +7.764598e+01     Pix 13 18
+4.671298e-03 +1.170594e+00 +5.944889e+02 +7.288689e+01     Pix 13 19
+4.741435e-03 +1.161439e+00 +5.837245e+02 +7.993763e+01     Pix 13 20
+4.552062e-03 +1.187724e+00 +5.937567e+02 +7.479012e+01     Pix 13 21
+4.694357e-03 +1.200979e+00 +5.890188e+02 +7.712341e+01     Pix 13 22
+4.658212e-03 +1.171705e+00 +5.883597e+02 +7.897555e+01     Pix 13 23
+4.662942e-03 +1.160521e+00 +5.928813e+02 +7.870020e+01     Pix 13 24
+4.624557e-03 +1.148080e+00 +5.934450e+02 +7.703628e+01     Pix 13 25
+4.558591e-03 +1.201841e+00 +5.840293e+02 +8.259321e+01     Pix 13 26
+4.492745e-03 +1.203535e+00 +5.964617e+02 +6.849731e+01     Pix 13 27
+4.585728e-03 +1.162744e+00 +5.962249e+02 +6.830148e+01     Pix 13 28
+4.494270e-03 +1.157722e+00 +5.957298e+02 +6.959137e+01     Pix 13 29
+4.517713e-03 +1.171504e+00 +5.998439e+02 +6.920629e+01     Pix 13 30
+4.500498e-03 +1.187565e+00 +5.941482e+02 +7.290651e+01     Pix 13 31
+4.528526e-03 +1.151336e+00 +5.970083e+02 +6.869584e+01     Pix 13 32
+4.633092e-03 +1.163777e+00 +5.918246e+02 +7.396186e+01     Pix 13 33
+4.440839e-03 +1.163050e+00 +6.001351e+02 +6.552890e+01     Pix 13 34
+4.492684e-03 +1.178025e+00 +5.973360e+02 +6.364315e+01     Pix 13 35
+4.500050e-03 +1.156483e+00 +5.922000e+02 +7.641070e+01     Pix 13 36
+4.513738e-03 +1.172663e+00 +5.912375e+02 +7.406627e+01     Pix 13 37
+4.444146e-03 +1.144646e+00 +6.041334e+02 +6.170173e+01     Pix 13 38
+4.463592e-03 +1.153185e+00 +6.026594e+02 +6.556067e+01     Pix 13 39
+4.546485e-03 +1.173644e+00 +5.974436e+02 +6.992902e+01     Pix 13 40
+4.478697e-03 +1.145512e+00 +5.991573e+02 +6.683278e+01     Pix 13 41
+4.531955e-03 +1.130973e+00 +6.024160e+02 +6.843607e+01     Pix 13 42
+4.540906e-03 +1.174020e+00 +5.920687e+02 +7.694086e+01     Pix 13 43
+4.504351e-03 +1.143994e+00 +5.956263e+02 +7.061518e+01     Pix 13 44
