Parameters of the vcal vs. pulse height fits
par[3] + par[2] * TMath::TanH(par[0]*x[0] - par[1])
+4.472143e-03 +1.185559e+00 +5.954369e+02 +2.841714e+01     Pix 27 64
+4.633076e-03 +1.171754e+00 +5.896289e+02 +3.620786e+01     Pix 27 65
+4.361234e-03 +1.209891e+00 +5.974073e+02 +3.082276e+01     Pix 27 66
+4.584395e-03 +1.177291e+00 +5.830469e+02 +4.780963e+01     Pix 27 67
+4.569203e-03 +1.168373e+00 +5.898333e+02 +3.749607e+01     Pix 27 68
+4.463563e-03 +1.156325e+00 +5.922401e+02 +3.604329e+01     Pix 27 69
+4.414689e-03 +1.195112e+00 +5.927273e+02 +3.051239e+01     Pix 27 70
+4.413269e-03 +1.176254e+00 +5.907941e+02 +3.039470e+01     Pix 27 71
+4.462084e-03 +1.167764e+00 +5.870299e+02 +4.471694e+01     Pix 27 72
+4.397540e-03 +1.147769e+00 +5.907793e+02 +4.041220e+01     Pix 27 73
+4.547292e-03 +1.187245e+00 +5.833220e+02 +4.578934e+01     Pix 27 74
+4.361396e-03 +1.147865e+00 +5.950362e+02 +3.826065e+01     Pix 27 75
+4.327579e-03 +1.135313e+00 +6.008296e+02 +2.766487e+01     Pix 27 76
+4.403626e-03 +1.141614e+00 +5.901986e+02 +3.930407e+01     Pix 27 77
+4.421205e-03 +1.183864e+00 +5.894647e+02 +4.179642e+01     Pix 27 78
+3.465035e-03 +1.096513e+00 +6.064644e+02 +2.386621e+01     Pix 27 79
+4.349398e-03 +1.168408e+00 +5.927277e+02 +8.407807e+01     Pix 28  0
+4.743953e-03 +1.179366e+00 +5.750047e+02 +9.020302e+01     Pix 28  1
+4.939820e-03 +1.167020e+00 +5.627975e+02 +1.000339e+02     Pix 28  2
+4.710085e-03 +1.163142e+00 +5.786558e+02 +8.897972e+01     Pix 28  3
+4.854343e-03 +1.182274e+00 +5.639229e+02 +9.956299e+01     Pix 28  4
+4.855797e-03 +1.154422e+00 +5.733627e+02 +8.964481e+01     Pix 28  5
+4.821341e-03 +1.145651e+00 +5.682240e+02 +1.023054e+02     Pix 28  6
+4.799906e-03 +1.160031e+00 +5.808615e+02 +8.573180e+01     Pix 28  7
+4.902074e-03 +1.119803e+00 +5.640385e+02 +9.887728e+01     Pix 28  8
+4.847252e-03 +1.145585e+00 +5.775833e+02 +8.193140e+01     Pix 28  9
+4.846273e-03 +1.191348e+00 +5.718684e+02 +8.622262e+01     Pix 28 10
+4.781156e-03 +1.154283e+00 +5.729279e+02 +8.054431e+01     Pix 28 11
+4.700999e-03 +1.172773e+00 +5.731181e+02 +8.913836e+01     Pix 28 12
+4.722237e-03 +1.140366e+00 +5.796141e+02 +7.853859e+01     Pix 28 13
+4.821930e-03 +1.161771e+00 +5.685526e+02 +8.867547e+01     Pix 28 14
+4.746278e-03 +1.126002e+00 +5.779283e+02 +8.099254e+01     Pix 28 15
+4.734407e-03 +1.138275e+00 +5.788606e+02 +7.650288e+01     Pix 28 16
+4.713502e-03 +1.176077e+00 +5.736668e+02 +8.089209e+01     Pix 28 17
+4.611072e-03 +1.152509e+00 +5.912528e+02 +6.994265e+01     Pix 28 18
+4.597468e-03 +1.185261e+00 +5.818321e+02 +7.274669e+01     Pix 28 19
+4.727904e-03 +1.132060e+00 +5.760721e+02 +7.871564e+01     Pix 28 20
+4.714639e-03 +1.153790e+00 +5.822368e+02 +7.740668e+01     Pix 28 21
+4.572009e-03 +1.166129e+00 +5.901990e+02 +6.373332e+01     Pix 28 22
+4.691464e-03 +1.157177e+00 +5.810001e+02 +7.125187e+01     Pix 28 23
+4.514792e-03 +1.142003e+00 +5.967922e+02 +6.138987e+01     Pix 28 24
+4.633248e-03 +1.164855e+00 +5.832821e+02 +7.318393e+01     Pix 28 25
+4.492423e-03 +1.155707e+00 +5.887820e+02 +6.834317e+01     Pix 28 26
+4.651662e-03 +1.145671e+00 +5.874538e+02 +6.874984e+01     Pix 28 27
+4.747655e-03 +1.139188e+00 +5.832855e+02 +7.112814e+01     Pix 28 28
+4.745838e-03 +1.149723e+00 +5.731653e+02 +7.829599e+01     Pix 28 29
+4.571582e-03 +1.153214e+00 +5.943178e+02 +6.415164e+01     Pix 28 30
+4.712083e-03 +1.112767e+00 +5.742069e+02 +8.484674e+01     Pix 28 31
+4.638560e-03 +1.143224e+00 +5.809298e+02 +7.228364e+01     Pix 28 32
+4.585251e-03 +1.172222e+00 +5.942590e+02 +5.918820e+01     Pix 28 33
+4.662833e-03 +1.138830e+00 +5.894609e+02 +6.390072e+01     Pix 28 34
+4.718733e-03 +1.146475e+00 +5.815783e+02 +6.732144e+01     Pix 28 35
+4.489366e-03 +1.118132e+00 +5.961084e+02 +6.126572e+01     Pix 28 36
+4.501083e-03 +1.144204e+00 +5.863350e+02 +6.801356e+01     Pix 28 37
+4.550978e-03 +1.078243e+00 +5.967612e+02 +5.986201e+01     Pix 28 38
+4.525498e-03 +1.147739e+00 +5.928107e+02 +6.551087e+01     Pix 28 39
+4.626945e-03 +1.158281e+00 +5.838620e+02 +7.126415e+01     Pix 28 40
+4.595567e-03 +1.148179e+00 +5.896455e+02 +6.049651e+01     Pix 28 41
+4.600140e-03 +1.121715e+00 +5.867227e+02 +7.323132e+01     Pix 28 42
+4.669374e-03 +1.132494e+00 +5.838565e+02 +7.356145e+01     Pix 28 43
+4.432143e-03 +1.144512e+00 +5.965089e+02 +5.635607e+01     Pix 28 44
+4.556645e-03 +1.157493e+00 +5.878020e+02 +6.439493e+01     Pix 28 45
+4.555370e-03 +1.094112e+00 +5.852240e+02 +6.766423e+01     Pix 28 46
+4.684178e-03 +1.139982e+00 +5.849895e+02 +6.321261e+01     Pix 28 47
+4.410928e-03 +1.121166e+00 +5.957191e+02 +6.126478e+01     Pix 28 48
+4.550216e-03 +1.120399e+00 +5.883077e+02 +6.653064e+01     Pix 28 49
+4.598459e-03 +1.154137e+00 +5.855427e+02 +6.691911e+01     Pix 28 50
+4.571975e-03 +1.127899e+00 +5.985000e+02 +5.364544e+01     Pix 28 51
+4.500598e-03 +1.135084e+00 +5.923197e+02 +5.505917e+01     Pix 28 52
+4.559685e-03 +1.099981e+00 +5.901496e+02 +5.722998e+01     Pix 28 53
+4.652653e-03 +1.129284e+00 +5.948215e+02 +6.033349e+01     Pix 28 54
+4.307908e-03 +1.107444e+00 +6.036617e+02 +4.885921e+01     Pix 28 55
+4.365542e-03 +1.120534e+00 +6.002564e+02 +4.725452e+01     Pix 28 56
+4.452003e-03 +1.095993e+00 +5.974620e+02 +5.768544e+01     Pix 28 57
+4.417678e-03 +1.163332e+00 +5.984798e+02 +4.991535e+01     Pix 28 58
+4.422426e-03 +1.117680e+00 +5.950902e+02 +5.442677e+01     Pix 28 59
+4.406136e-03 +1.130483e+00 +5.930558e+02 +6.249526e+01     Pix 28 60
+4.494543e-03 +1.097388e+00 +5.879674e+02 +6.762510e+01     Pix 28 61
+4.466123e-03 +1.137227e+00 +5.893521e+02 +6.269833e+01     Pix 28 62
+4.331254e-03 +1.115790e+00 +6.040262e+02 +4.752560e+01     Pix 28 63
+4.482611e-03 +1.147716e+00 +5.957475e+02 +5.261463e+01     Pix 28 64
+4.458177e-03 +1.143195e+00 +5.944282e+02 +5.437528e+01     Pix 28 65
+4.480174e-03 +1.129069e+00 +6.009236e+02 +5.449525e+01     Pix 28 66
+4.472139e-03 +1.089829e+00 +5.946347e+02 +6.279615e+01     Pix 28 67
+4.533905e-03 +1.101167e+00 +5.920115e+02 +6.074473e+01     Pix 28 68
+4.266664e-03 +1.122933e+00 +6.122353e+02 +4.109760e+01     Pix 28 69
+4.424015e-03 +1.157825e+00 +5.962773e+02 +5.371787e+01     Pix 28 70
+4.503459e-03 +1.142383e+00 +5.800144e+02 +6.929793e+01     Pix 28 71
+4.405135e-03 +1.127538e+00 +5.983917e+02 +5.728972e+01     Pix 28 72
+4.404831e-03 +1.130428e+00 +5.848364e+02 +7.055013e+01     Pix 28 73
+4.472835e-03 +1.112790e+00 +5.892465e+02 +6.381833e+01     Pix 28 74
+4.443367e-03 +1.129351e+00 +5.999655e+02 +5.863399e+01     Pix 28 75
+4.441339e-03 +1.089447e+00 +5.940656e+02 +6.226750e+01     Pix 28 76
+4.381126e-03 +1.119365e+00 +5.914292e+02 +6.119262e+01     Pix 28 77
+4.286953e-03 +1.134917e+00 +5.960686e+02 +6.381084e+01     Pix 28 78
+3.579813e-03 +1.116297e+00 +5.978227e+02 +5.562827e+01     Pix 28 79
+4.357019e-03 +1.133360e+00 +5.956502e+02 +8.122944e+01     Pix 29  0
+4.976112e-03 +1.202210e+00 +5.637882e+02 +9.985113e+01     Pix 29  1
+4.895423e-03 +1.157369e+00 +5.706721e+02 +9.637435e+01     Pix 29  2
+4.779335e-03 +1.218955e+00 +5.868497e+02 +7.450710e+01     Pix 29  3
+4.863903e-03 +1.177985e+00 +5.648069e+02 +9.659848e+01     Pix 29  4
+4.903783e-03 +1.187858e+00 +5.672923e+02 +9.422299e+01     Pix 29  5
+4.993866e-03 +1.202257e+00 +5.722756e+02 +9.081850e+01     Pix 29  6
+4.837262e-03 +1.212379e+00 +5.796095e+02 +8.447532e+01     Pix 29  7
+4.784867e-03 +1.171074e+00 +5.820066e+02 +8.393337e+01     Pix 29  8
+4.685788e-03 +1.212589e+00 +5.777228e+02 +7.839339e+01     Pix 29  9
+4.924269e-03 +1.195945e+00 +5.700013e+02 +8.311109e+01     Pix 29 10
+4.696060e-03 +1.204424e+00 +5.790833e+02 +7.654111e+01     Pix 29 11
+4.771050e-03 +1.180561e+00 +5.757322e+02 +8.260033e+01     Pix 29 12
+4.831993e-03 +1.156765e+00 +5.725983e+02 +8.930210e+01     Pix 29 13
+4.846374e-03 +1.198291e+00 +5.771171e+02 +8.043428e+01     Pix 29 14
+4.623747e-03 +1.195793e+00 +5.867197e+02 +6.710739e+01     Pix 29 15
+4.801599e-03 +1.186784e+00 +5.795457e+02 +7.559804e+01     Pix 29 16
+4.861092e-03 +1.155438e+00 +5.710177e+02 +8.501313e+01     Pix 29 17
+4.725572e-03 +1.212993e+00 +5.822075e+02 +7.616994e+01     Pix 29 18
+4.611537e-03 +1.197296e+00 +5.873851e+02 +6.662724e+01     Pix 29 19
+4.661190e-03 +1.199903e+00 +5.826348e+02 +7.117441e+01     Pix 29 20
+4.725545e-03 +1.218688e+00 +5.817193e+02 +7.354320e+01     Pix 29 21
+4.849587e-03 +1.199992e+00 +5.813101e+02 +7.328423e+01     Pix 29 22
+4.719631e-03 +1.194645e+00 +5.846091e+02 +6.963825e+01     Pix 29 23
+4.639134e-03 +1.139617e+00 +5.870214e+02 +7.272629e+01     Pix 29 24
+4.764900e-03 +1.179981e+00 +5.849775e+02 +7.120459e+01     Pix 29 25
+4.858066e-03 +1.162169e+00 +5.737341e+02 +8.512345e+01     Pix 29 26
+4.659601e-03 +1.225164e+00 +5.788489e+02 +7.713741e+01     Pix 29 27
+4.595043e-03 +1.180193e+00 +5.892349e+02 +6.657973e+01     Pix 29 28
+4.710820e-03 +1.155461e+00 +5.808161e+02 +7.487533e+01     Pix 29 29
+4.612608e-03 +1.165547e+00 +5.907376e+02 +6.821854e+01     Pix 29 30
+4.850790e-03 +1.164404e+00 +5.801043e+02 +7.778724e+01     Pix 29 31
+4.757815e-03 +1.193752e+00 +5.804995e+02 +7.557807e+01     Pix 29 32
+4.681493e-03 +1.194790e+00 +5.841448e+02 +7.149506e+01     Pix 29 33
+4.816603e-03 +1.160338e+00 +5.752208e+02 +7.805155e+01     Pix 29 34
+4.582459e-03 +1.194313e+00 +5.903483e+02 +6.181397e+01     Pix 29 35
+4.754575e-03 +1.179146e+00 +5.844212e+02 +7.326720e+01     Pix 29 36
+4.809008e-03 +1.179552e+00 +5.747695e+02 +7.891024e+01     Pix 29 37
+4.634846e-03 +1.159120e+00 +5.805246e+02 +7.508524e+01     Pix 29 38
+4.770124e-03 +1.143241e+00 +5.811998e+02 +7.773099e+01     Pix 29 39
+4.750828e-03 +1.181924e+00 +5.842201e+02 +7.242529e+01     Pix 29 40
+4.671991e-03 +1.191286e+00 +5.820413e+02 +7.233202e+01     Pix 29 41
+4.785623e-03 +1.191495e+00 +5.823945e+02 +7.739535e+01     Pix 29 42
+4.500851e-03 +1.155967e+00 +5.972146e+02 +6.011645e+01     Pix 29 43
+4.622767e-03 +1.174817e+00 +5.789695e+02 +7.931496e+01     Pix 29 44
+4.660163e-03 +1.159474e+00 +5.780594e+02 +7.460262e+01     Pix 29 45
+4.606084e-03 +1.131652e+00 +5.904930e+02 +6.260629e+01     Pix 29 46
+4.643760e-03 +1.209950e+00 +5.868527e+02 +6.275500e+01     Pix 29 47
+4.648658e-03 +1.170513e+00 +5.904587e+02 +6.440565e+01     Pix 29 48
+4.694939e-03 +1.183605e+00 +5.838914e+02 +6.936429e+01     Pix 29 49
+4.497753e-03 +1.166178e+00 +5.921712e+02 +6.084406e+01     Pix 29 50
+4.703010e-03 +1.146719e+00 +5.862438e+02 +6.626882e+01     Pix 29 51
+4.618697e-03 +1.180857e+00 +5.927885e+02 +5.885414e+01     Pix 29 52
+4.727833e-03 +1.168672e+00 +5.827005e+02 +6.545478e+01     Pix 29 53
+4.524481e-03 +1.180826e+00 +6.026427e+02 +5.003921e+01     Pix 29 54
+4.764481e-03 +1.165352e+00 +5.881557e+02 +6.505445e+01     Pix 29 55
+4.701480e-03 +1.172885e+00 +5.891331e+02 +6.337238e+01     Pix 29 56
+4.598307e-03 +1.205915e+00 +5.910677e+02 +6.101592e+01     Pix 29 57
+4.711553e-03 +1.188819e+00 +5.819960e+02 +7.184416e+01     Pix 29 58
+4.459575e-03 +1.165368e+00 +5.940171e+02 +5.682932e+01     Pix 29 59
+4.534084e-03 +1.172085e+00 +5.948112e+02 +6.094699e+01     Pix 29 60
+4.411058e-03 +1.200537e+00 +5.942196e+02 +6.095675e+01     Pix 29 61
+4.603757e-03 +1.170815e+00 +5.814738e+02 +7.058575e+01     Pix 29 62
+4.464213e-03 +1.187478e+00 +5.972483e+02 +5.190227e+01     Pix 29 63
+4.361629e-03 +1.194567e+00 +5.979456e+02 +4.982347e+01     Pix 29 64
+4.492421e-03 +1.175130e+00 +5.918095e+02 +5.851024e+01     Pix 29 65
+4.570212e-03 +1.171197e+00 +5.957734e+02 +6.026291e+01     Pix 29 66
+4.455970e-03 +1.188524e+00 +5.962182e+02 +5.780441e+01     Pix 29 67
+4.430481e-03 +1.146183e+00 +5.985304e+02 +5.546305e+01     Pix 29 68
+4.538521e-03 +1.182028e+00 +5.939678e+02 +5.864412e+01     Pix 29 69
+4.599543e-03 +1.177548e+00 +5.915102e+02 +6.006689e+01     Pix 29 70
+4.452908e-03 +1.151770e+00 +5.946784e+02 +5.766499e+01     Pix 29 71
+4.340558e-03 +1.167564e+00 +6.011667e+02 +5.172916e+01     Pix 29 72
+4.439729e-03 +1.173899e+00 +5.974839e+02 +5.592142e+01     Pix 29 73
+4.496034e-03 +1.151047e+00 +5.956590e+02 +5.987989e+01     Pix 29 74
+4.406309e-03 +1.170796e+00 +5.991650e+02 +5.644515e+01     Pix 29 75
+4.460159e-03 +1.147617e+00 +5.958944e+02 +5.968150e+01     Pix 29 76
+4.393313e-03 +1.154902e+00 +6.068472e+02 +4.785519e+01     Pix 29 77
+4.383516e-03 +1.152920e+00 +6.017186e+02 +5.775564e+01     Pix 29 78
+3.528934e-03 +1.136310e+00 +6.087445e+02 +4.578817e+01     Pix 29 79
+4.599789e-03 +1.220315e+00 +5.663674e+02 +1.171978e+01     Pix 30  0
+4.656726e-03 +1.198344e+00 +5.681540e+02 +1.321136e+01     Pix 30  1
+4.661951e-03 +1.190597e+00 +5.694702e+02 +1.182079e+01     Pix 30  2
+4.955773e-03 +1.154108e+00 +5.609365e+02 +2.375869e+01     Pix 30  3
+4.814974e-03 +1.138125e+00 +5.659962e+02 +1.825257e+01     Pix 30  4
+4.801923e-03 +1.171944e+00 +5.662595e+02 +1.448036e+01     Pix 30  5
+4.761106e-03 +1.175259e+00 +5.758648e+02 +1.359970e+01     Pix 30  6
+4.733172e-03 +1.179396e+00 +5.728466e+02 +9.982990e+00     Pix 30  7
+4.826302e-03 +1.178017e+00 +5.689566e+02 +1.187933e+01     Pix 30  8
+4.641229e-03 +1.166264e+00 +5.828548e+02 -4.394136e+00     Pix 30  9
+4.698016e-03 +1.163042e+00 +5.668420e+02 +6.973002e+00     Pix 30 10
+4.665369e-03 +1.139293e+00 +5.679478e+02 +7.775474e+00     Pix 30 11
+4.674424e-03 +1.172182e+00 +5.810368e+02 -1.313923e+00     Pix 30 12
+4.765194e-03 +1.208407e+00 +5.631718e+02 +1.159075e+01     Pix 30 13
+4.664617e-03 +1.153246e+00 +5.737534e+02 +1.304032e+00     Pix 30 14
+4.611844e-03 +1.207065e+00 +5.695248e+02 +6.010580e+00     Pix 30 15
+4.617843e-03 +1.157239e+00 +5.769601e+02 -1.247746e+00     Pix 30 16
+4.684379e-03 +1.165542e+00 +5.755283e+02 -6.462058e+00     Pix 30 17
+4.637339e-03 +1.153359e+00 +5.798672e+02 -7.497461e-01     Pix 30 18
+4.583377e-03 +1.154258e+00 +5.853194e+02 -9.486471e+00     Pix 30 19
+4.630607e-03 +1.144667e+00 +5.733215e+02 +3.083785e+00     Pix 30 20
+4.594910e-03 +1.152854e+00 +5.837330e+02 -8.266293e+00     Pix 30 21
+4.635770e-03 +1.162201e+00 +5.726546e+02 +1.075080e+00     Pix 30 22
+4.623220e-03 +1.161897e+00 +5.727459e+02 -1.319571e+00     Pix 30 23
+4.578581e-03 +1.142500e+00 +5.765996e+02 +1.712485e+00     Pix 30 24
+4.694121e-03 +1.164256e+00 +5.768539e+02 -3.256353e+00     Pix 30 25
+4.558528e-03 +1.147530e+00 +5.854015e+02 -9.532482e+00     Pix 30 26
+4.570889e-03 +1.137675e+00 +5.801302e+02 -3.923921e+00     Pix 30 27
+4.556543e-03 +1.155245e+00 +5.742570e+02 +6.670007e-01     Pix 30 28
+4.573503e-03 +1.113443e+00 +5.813645e+02 -7.697763e+00     Pix 30 29
+4.490250e-03 +1.140456e+00 +5.865783e+02 -7.235265e+00     Pix 30 30
+4.469895e-03 +1.166687e+00 +5.959882e+02 -2.251781e+01     Pix 30 31
+4.634624e-03 +1.123389e+00 +5.770743e+02 -4.708219e+00     Pix 30 32
+4.574641e-03 +1.135876e+00 +5.815992e+02 -6.563084e+00     Pix 30 33
+4.552433e-03 +1.139572e+00 +5.826163e+02 -1.063281e+01     Pix 30 34
+4.484621e-03 +1.128939e+00 +5.834649e+02 -1.411372e+01     Pix 30 35
+4.376917e-03 +1.162322e+00 +5.891033e+02 -1.215192e+01     Pix 30 36
+4.463434e-03 +1.108438e+00 +5.873706e+02 -1.077054e+01     Pix 30 37
+4.506746e-03 +1.168779e+00 +5.805250e+02 -8.717529e+00     Pix 30 38
+4.503615e-03 +1.123618e+00 +5.856774e+02 -8.399136e+00     Pix 30 39
+4.546045e-03 +1.140458e+00 +5.856353e+02 -1.385132e+01     Pix 30 40
+4.449736e-03 +1.167519e+00 +5.813802e+02 -1.036323e+01     Pix 30 41
+4.524844e-03 +1.136692e+00 +5.810589e+02 -1.267104e+00     Pix 30 42
+4.533021e-03 +1.117464e+00 +5.897284e+02 -1.333735e+01     Pix 30 43
+4.432233e-03 +1.159684e+00 +5.892954e+02 -1.903866e+01     Pix 30 44
+4.331775e-03 +1.143232e+00 +5.926808e+02 -2.405941e+01     Pix 30 45
+4.557146e-03 +1.116553e+00 +5.869720e+02 -1.682552e+01     Pix 30 46
+4.489718e-03 +1.143174e+00 +5.866182e+02 -1.945723e+01     Pix 30 47
+4.420778e-03 +1.107490e+00 +5.948976e+02 -1.795305e+01     Pix 30 48
+4.522550e-03 +1.135385e+00 +5.891029e+02 -1.869920e+01     Pix 30 49
+4.446326e-03 +1.113758e+00 +5.849134e+02 -1.497701e+01     Pix 30 50
+4.460559e-03 +1.133489e+00 +5.866890e+02 -1.538813e+01     Pix 30 51
+4.525046e-03 +1.158402e+00 +5.870625e+02 -2.084263e+01     Pix 30 52
+4.547278e-03 +1.168597e+00 +5.835448e+02 -2.020482e+01     Pix 30 53
+4.475985e-03 +1.150202e+00 +5.942379e+02 -2.362609e+01     Pix 30 54
+4.510652e-03 +1.176795e+00 +5.839712e+02 -1.753614e+01     Pix 30 55
+4.472280e-03 +1.151692e+00 +5.831415e+02 -1.400984e+01     Pix 30 56
+4.495063e-03 +1.136718e+00 +5.943287e+02 -2.461519e+01     Pix 30 57
+4.413063e-03 +1.173727e+00 +5.839492e+02 -1.488507e+01     Pix 30 58
+4.461689e-03 +1.197580e+00 +5.889216e+02 -2.567152e+01     Pix 30 59
+4.309933e-03 +1.153630e+00 +5.922244e+02 -1.582161e+01     Pix 30 60
+4.490041e-03 +1.096439e+00 +5.916669e+02 -1.615620e+01     Pix 30 61
+4.408428e-03 +1.144076e+00 +5.922965e+02 -2.082154e+01     Pix 30 62
+4.331473e-03 +1.140702e+00 +5.918947e+02 -2.207925e+01     Pix 30 63
+4.366997e-03 +1.173464e+00 +5.890616e+02 -2.241701e+01     Pix 30 64
+4.488633e-03 +1.123144e+00 +5.837186e+02 -1.400201e+01     Pix 30 65
+4.339239e-03 +1.177234e+00 +5.953262e+02 -2.355680e+01     Pix 30 66
+4.434774e-03 +1.147707e+00 +5.823756e+02 -9.456225e+00     Pix 30 67
+4.302278e-03 +1.142193e+00 +5.888746e+02 -1.873604e+01     Pix 30 68
+4.378036e-03 +1.182828e+00 +5.880260e+02 -1.562631e+01     Pix 30 69
+4.259924e-03 +1.165195e+00 +5.951771e+02 -2.690229e+01     Pix 30 70
+4.500314e-03 +1.147916e+00 +5.855339e+02 -1.853558e+01     Pix 30 71
+4.282234e-03 +1.085744e+00 +5.971214e+02 -1.891849e+01     Pix 30 72
+4.230093e-03 +1.143840e+00 +5.896110e+02 -1.571943e+01     Pix 30 73
+4.317066e-03 +1.113402e+00 +5.927225e+02 -1.846525e+01     Pix 30 74
+4.425880e-03 +1.135628e+00 +5.892269e+02 -1.384203e+01     Pix 30 75
+4.396068e-03 +1.152944e+00 +5.877683e+02 -1.667463e+01     Pix 30 76
+4.276431e-03 +1.157086e+00 +5.938322e+02 -2.558985e+01     Pix 30 77
+4.384147e-03 +1.127257e+00 +5.907937e+02 -1.459967e+01     Pix 30 78
+3.796246e-03 +1.133472e+00 +5.797969e+02 -3.340188e+00     Pix 30 79
+4.266525e-03 +1.172598e+00 +5.999721e+02 -5.656886e+00     Pix 31  0
+4.632649e-03 +1.212086e+00 +5.775813e+02 +5.758932e+00     Pix 31  1
+4.814814e-03 +1.198966e+00 +5.650226e+02 +1.514677e+01     Pix 31  2
+4.865675e-03 +1.223716e+00 +5.689957e+02 +1.263557e+01     Pix 31  3
+4.781792e-03 +1.237111e+00 +5.716866e+02 +7.662882e+00     Pix 31  4
+4.784398e-03 +1.221007e+00 +5.694753e+02 +1.123289e+01     Pix 31  5
+4.754500e-03 +1.227354e+00 +5.700133e+02 +1.322140e+01     Pix 31  6
+4.719919e-03 +1.208179e+00 +5.723048e+02 +1.142669e+01     Pix 31  7
+4.821087e-03 +1.205579e+00 +5.721407e+02 +1.084966e+01     Pix 31  8
+4.814671e-03 +1.193734e+00 +5.727022e+02 +3.915173e+00     Pix 31  9
+4.808397e-03 +1.180989e+00 +5.702496e+02 +4.562373e+00     Pix 31 10
+4.758691e-03 +1.213785e+00 +5.759414e+02 -3.024860e+00     Pix 31 11
+4.779179e-03 +1.198100e+00 +5.761894e+02 +2.547255e+00     Pix 31 12
+4.764930e-03 +1.166993e+00 +5.744548e+02 +2.028633e+00     Pix 31 13
+4.608117e-03 +1.194689e+00 +5.807632e+02 -4.479702e+00     Pix 31 14
+4.780506e-03 +1.173687e+00 +5.678785e+02 +7.215614e+00     Pix 31 15
+4.607892e-03 +1.217369e+00 +5.848994e+02 -1.145040e+01     Pix 31 16
+4.750165e-03 +1.184913e+00 +5.655478e+02 +8.649777e+00     Pix 31 17
+4.767033e-03 +1.185092e+00 +5.738613e+02 +3.499660e+00     Pix 31 18
+4.778321e-03 +1.181668e+00 +5.775215e+02 -4.136957e+00     Pix 31 19
+4.700628e-03 +1.182535e+00 +5.754414e+02 -1.147857e-01     Pix 31 20
+4.633485e-03 +1.182035e+00 +5.790758e+02 -2.810023e+00     Pix 31 21
+4.721885e-03 +1.224672e+00 +5.718829e+02 +2.128413e+00     Pix 31 22
+4.747502e-03 +1.227766e+00 +5.773682e+02 -4.079150e+00     Pix 31 23
+4.805437e-03 +1.198782e+00 +5.699433e+02 +6.798080e+00     Pix 31 24
+4.684230e-03 +1.181640e+00 +5.779871e+02 +1.791440e-01     Pix 31 25
+4.683891e-03 +1.201638e+00 +5.778947e+02 -2.893586e+00     Pix 31 26
+4.663812e-03 +1.214235e+00 +5.768220e+02 -1.842399e+00     Pix 31 27
+4.652787e-03 +1.173654e+00 +5.778867e+02 -1.870195e+00     Pix 31 28
+4.598373e-03 +1.175292e+00 +5.824198e+02 -8.471132e+00     Pix 31 29
+4.768166e-03 +1.181339e+00 +5.711492e+02 +5.342463e+00     Pix 31 30
+4.790465e-03 +1.162825e+00 +5.659142e+02 +1.341348e+01     Pix 31 31
+4.703224e-03 +1.193914e+00 +5.778423e+02 -3.371688e+00     Pix 31 32
+4.712593e-03 +1.184954e+00 +5.712700e+02 +2.446734e+00     Pix 31 33
+4.645944e-03 +1.160314e+00 +5.740940e+02 +8.313526e-01     Pix 31 34
+4.689292e-03 +1.177513e+00 +5.726672e+02 -1.770439e+00     Pix 31 35
+4.729663e-03 +1.210965e+00 +5.696632e+02 +6.603495e+00     Pix 31 36
+4.490543e-03 +1.183853e+00 +5.881505e+02 -1.403757e+01     Pix 31 37
+4.682874e-03 +1.174552e+00 +5.760251e+02 +8.933160e-01     Pix 31 38
+4.659619e-03 +1.155420e+00 +5.844981e+02 -8.140771e+00     Pix 31 39
+4.612009e-03 +1.199459e+00 +5.829039e+02 -1.248909e+01     Pix 31 40
+4.574692e-03 +1.152808e+00 +5.794040e+02 -2.849193e+00     Pix 31 41
+4.639024e-03 +1.175495e+00 +5.795282e+02 -2.809677e+00     Pix 31 42
+4.661903e-03 +1.197998e+00 +5.716785e+02 +4.812142e+00     Pix 31 43
+4.432971e-03 +1.173066e+00 +5.844479e+02 -1.019167e+01     Pix 31 44
+4.625362e-03 +1.171292e+00 +5.752375e+02 -4.824752e+00     Pix 31 45
+4.638620e-03 +1.186983e+00 +5.800485e+02 -1.162029e+01     Pix 31 46
+4.654927e-03 +1.213708e+00 +5.814644e+02 -1.423845e+01     Pix 31 47
+4.661398e-03 +1.174314e+00 +5.759472e+02 -2.027885e+00     Pix 31 48
+4.545306e-03 +1.183285e+00 +5.838017e+02 -1.262928e+01     Pix 31 49
+4.696681e-03 +1.193007e+00 +5.741966e+02 -1.136734e+00     Pix 31 50
+4.463562e-03 +1.202360e+00 +5.836241e+02 -1.425678e+01     Pix 31 51
+4.531309e-03 +1.245688e+00 +5.828496e+02 -1.593120e+01     Pix 31 52
+4.641233e-03 +1.228676e+00 +5.738017e+02 -8.193739e+00     Pix 31 53
+4.529371e-03 +1.191812e+00 +5.869607e+02 -1.570517e+01     Pix 31 54
+4.825021e-03 +1.189823e+00 +5.659222e+02 +6.068089e+00     Pix 31 55
+4.591976e-03 +1.170513e+00 +5.826930e+02 -1.092658e+01     Pix 31 56
+4.594338e-03 +1.240050e+00 +5.780277e+02 -6.522637e+00     Pix 31 57
+4.522328e-03 +1.161326e+00 +5.822096e+02 -1.038645e+01     Pix 31 58
+4.370802e-03 +1.230696e+00 +5.883508e+02 -2.088001e+01     Pix 31 59
+4.544095e-03 +1.194063e+00 +5.794013e+02 -6.734039e+00     Pix 31 60
